"magnitude","deph","region","datetime","latitude","longitude"
"1.4","5.90","Southern California","Sunday, May  9, 2010 15:20:20 UTC","32.6570","-115.7988"
"1.5","6.60","Southern California","Sunday, May  9, 2010 15:10:09 UTC","32.7001","-115.8685"
"2.0","6.20","Southern California","Sunday, May  9, 2010 15:03:36 UTC","32.6461","-115.8926"
"1.0","11.00","Southern California","Sunday, May  9, 2010 14:58:48 UTC","33.4625","-116.5787"
"1.4","12.20","Southern California","Sunday, May  9, 2010 14:50:56 UTC","32.9175","-116.3540"
"2.0","5.00","Southern California","Sunday, May  9, 2010 13:34:38 UTC","32.6930","-115.8670"
"1.4","6.10","Southern California","Sunday, May  9, 2010 13:19:33 UTC","32.6400","-115.8908"
"1.3","5.00","Southern California","Sunday, May  9, 2010 12:54:56 UTC","32.6535","-115.7615"
"1.4","2.60","Southern California","Sunday, May  9, 2010 12:20:46 UTC","32.6838","-115.8075"
"1.2","13.90","Southern California","Sunday, May  9, 2010 11:04:48 UTC","33.0580","-115.5650"
"1.4","6.60","Southern California","Sunday, May  9, 2010 11:03:07 UTC","32.7118","-115.8863"
"1.2","10.00","Southern California","Sunday, May  9, 2010 10:55:38 UTC","32.7187","-115.8713"
"1.9","5.00","Southern California","Sunday, May  9, 2010 10:42:50 UTC","32.6850","-115.9441"
"1.4","7.00","Southern California","Sunday, May  9, 2010 10:39:33 UTC","32.6461","-115.7993"
"1.0","11.40","Southern California","Sunday, May  9, 2010 10:34:25 UTC","32.9188","-116.3532"
"1.3","10.00","Southern California","Sunday, May  9, 2010 10:23:30 UTC","32.6557","-115.8205"
"1.5","5.20","Southern California","Sunday, May  9, 2010 10:18:30 UTC","32.7228","-115.8306"
"1.1","10.00","Southern California","Sunday, May  9, 2010 10:15:54 UTC","32.6462","-115.7642"
"1.6","6.50","Southern California","Sunday, May  9, 2010 09:41:02 UTC","32.6991","-115.9395"
"2.1","5.90","Southern California","Sunday, May  9, 2010 09:37:24 UTC","32.9690","-116.4565"
"1.6","6.30","Southern California","Sunday, May  9, 2010 08:53:31 UTC","32.6533","-115.8235"
"1.6","8.50","Southern California","Sunday, May  9, 2010 08:37:51 UTC","32.6795","-115.7968"
"1.7","2.30","Southern California","Sunday, May  9, 2010 08:10:43 UTC","32.6976","-115.8095"
"1.6","4.70","Southern California","Sunday, May  9, 2010 07:48:55 UTC","32.6650","-115.8241"
"1.9","6.40","Southern California","Sunday, May  9, 2010 07:41:51 UTC","32.7165","-115.9076"
"1.3","9.60","Southern California","Sunday, May  9, 2010 07:40:15 UTC","33.5013","-116.5713"
"1.6","5.20","Southern California","Sunday, May  9, 2010 07:04:09 UTC","32.6693","-115.8175"
"2.5","2.40","Southern California","Sunday, May  9, 2010 06:27:29 UTC","32.6643","-115.8218"
"1.8","3.70","Southern California","Sunday, May  9, 2010 06:08:31 UTC","32.7131","-115.8925"
"1.7","5.80","Southern California","Sunday, May  9, 2010 06:03:58 UTC","32.6701","-115.8138"
"1.6","5.50","Southern California","Sunday, May  9, 2010 06:02:25 UTC","32.6886","-115.8250"
"2.9","3.50","Southern California","Sunday, May  9, 2010 05:32:49 UTC","32.6718","-115.8260"
"1.7","10.40","Southern California","Sunday, May  9, 2010 05:28:32 UTC","32.7163","-115.7926"
"2.3","5.10","Southern California","Sunday, May  9, 2010 05:27:12 UTC","33.2707","-116.0552"
"1.6","0.00","Southern California","Sunday, May  9, 2010 05:18:32 UTC","32.6718","-115.8800"
"1.7","5.70","Southern California","Sunday, May  9, 2010 05:13:27 UTC","32.6680","-115.8208"
"2.0","0.00","Southern California","Sunday, May  9, 2010 04:10:47 UTC","32.6990","-115.8503"
"1.4","13.30","Southern California","Sunday, May  9, 2010 04:01:28 UTC","33.2250","-116.0372"
"1.3","6.20","Southern California","Sunday, May  9, 2010 03:57:32 UTC","32.6578","-115.8273"
"1.9","4.90","Southern California","Sunday, May  9, 2010 03:50:32 UTC","32.6593","-115.8145"
"4.1","2.70","Southern California","Sunday, May  9, 2010 03:33:43 UTC","32.6493","-115.8258"
"1.3","11.70","Southern California","Sunday, May  9, 2010 02:47:59 UTC","33.0152","-116.3698"
"1.8","7.30","Southern California","Sunday, May  9, 2010 01:59:55 UTC","32.6788","-115.8695"
"1.8","7.20","Southern California","Sunday, May  9, 2010 01:31:16 UTC","32.8662","-115.9965"
"1.9","3.90","Southern California","Sunday, May  9, 2010 01:03:53 UTC","32.6616","-115.8250"
"2.8","0.60","Southern California","Sunday, May  9, 2010 00:53:18 UTC","32.6681","-115.8368"
"1.2","4.30","Southern California","Sunday, May  9, 2010 00:42:35 UTC","33.2682","-116.0670"
"1.8","3.70","Southern California","Sunday, May  9, 2010 00:41:01 UTC","32.6603","-115.8253"
"1.6","12.30","Southern California","Saturday, May  8, 2010 23:32:44 UTC","32.9780","-116.2242"
"1.9","3.70","Southern California","Saturday, May  8, 2010 23:29:55 UTC","32.7041","-115.8761"
"1.1","4.50","Southern California","Saturday, May  8, 2010 22:54:35 UTC","33.2638","-116.0608"
"1.7","4.40","Southern California","Saturday, May  8, 2010 22:42:14 UTC","32.6988","-115.8883"
"3.2","0.70","Southern California","Saturday, May  8, 2010 22:32:26 UTC","32.7012","-115.8940"
"1.9","6.10","Southern California","Saturday, May  8, 2010 22:28:55 UTC","32.6993","-115.8676"
"1.2","4.70","Southern California","Saturday, May  8, 2010 22:26:28 UTC","32.6480","-115.7543"
"2.6","3.60","Southern California","Saturday, May  8, 2010 22:24:11 UTC","32.6435","-115.8140"
"1.9","15.20","Southern California","Saturday, May  8, 2010 22:07:12 UTC","33.9546","-116.7938"
"1.7","6.80","Southern California","Saturday, May  8, 2010 22:00:29 UTC","32.6736","-115.8131"
"1.6","5.70","Southern California","Saturday, May  8, 2010 21:58:46 UTC","32.6725","-115.8191"
"1.6","6.30","Southern California","Saturday, May  8, 2010 21:30:53 UTC","32.6681","-115.8075"
"1.5","5.70","Southern California","Saturday, May  8, 2010 21:21:57 UTC","32.7044","-115.7971"
"1.7","7.80","Southern California","Saturday, May  8, 2010 21:06:36 UTC","32.7155","-115.8903"
"1.9","4.40","Southern California","Saturday, May  8, 2010 20:45:54 UTC","32.7076","-115.9006"
"1.7","4.20","Southern California","Saturday, May  8, 2010 20:41:18 UTC","32.7248","-115.8850"
"1.9","3.30","Southern California","Saturday, May  8, 2010 20:40:23 UTC","32.6883","-115.7948"
"1.9","0.00","Southern California","Saturday, May  8, 2010 20:28:27 UTC","32.6866","-115.8258"
"1.6","5.80","Southern California","Saturday, May  8, 2010 20:24:57 UTC","32.6715","-115.8016"
"1.5","12.00","Southern California","Saturday, May  8, 2010 20:21:13 UTC","32.6678","-115.6955"
"2.4","0.60","Southern California","Saturday, May  8, 2010 19:56:13 UTC","32.6781","-115.8285"
"2.4","1.80","Southern California","Saturday, May  8, 2010 19:55:46 UTC","32.6791","-115.8210"
"1.8","6.10","Southern California","Saturday, May  8, 2010 19:55:07 UTC","32.6773","-115.7386"
"3.3","2.90","Southern California","Saturday, May  8, 2010 19:52:58 UTC","32.6740","-115.8207"
"1.2","21.20","Southern California","Saturday, May  8, 2010 19:45:39 UTC","33.8491","-116.8985"
"1.7","4.70","Southern California","Saturday, May  8, 2010 19:42:32 UTC","32.6605","-115.8210"
"1.1","20.60","Southern California","Saturday, May  8, 2010 19:37:45 UTC","33.8576","-116.7353"
"2.0","6.10","Southern California","Saturday, May  8, 2010 19:36:12 UTC","32.6728","-115.8175"
"1.5","5.10","Southern California","Saturday, May  8, 2010 19:29:32 UTC","32.6550","-115.8161"
"2.3","5.60","Southern California","Saturday, May  8, 2010 19:21:32 UTC","32.6834","-115.9695"
"1.8","2.50","Southern California","Saturday, May  8, 2010 19:20:44 UTC","32.6868","-115.8375"
"1.7","5.20","Southern California","Saturday, May  8, 2010 19:20:02 UTC","32.6565","-115.8176"
"2.7","3.00","Southern California","Saturday, May  8, 2010 19:15:54 UTC","32.6603","-115.8021"
"1.8","2.00","Southern California","Saturday, May  8, 2010 19:14:10 UTC","32.6515","-115.7656"
"1.9","0.10","Southern California","Saturday, May  8, 2010 19:02:55 UTC","32.6888","-115.8173"
"2.1","5.00","Southern California","Saturday, May  8, 2010 19:00:50 UTC","32.7091","-115.8700"
"4.7","0.70","Southern California","Saturday, May  8, 2010 18:46:26 UTC","32.6555","-115.8212"
"2.4","2.40","Southern California","Saturday, May  8, 2010 18:41:25 UTC","32.6860","-115.8071"
"3.0","1.30","Southern California","Saturday, May  8, 2010 18:35:12 UTC","32.6685","-115.8273"
"4.8","1.30","Southern California","Saturday, May  8, 2010 18:33:10 UTC","32.6803","-115.8137"
"3.3","10.90","Southern California","Saturday, May  8, 2010 18:31:17 UTC","32.7283","-115.8347"
"1.0","5.30","Southern California","Saturday, May  8, 2010 18:14:46 UTC","32.8700","-116.2463"
"1.5","6.60","Southern California","Saturday, May  8, 2010 17:53:16 UTC","32.7000","-115.8690"
"1.8","6.70","Southern California","Saturday, May  8, 2010 17:44:44 UTC","32.6945","-115.8935"
"2.6","2.60","Southern California","Saturday, May  8, 2010 17:30:02 UTC","32.7106","-115.8705"
"1.9","6.40","Southern California","Saturday, May  8, 2010 17:28:08 UTC","32.6643","-115.8680"
"1.0","15.00","Southern California","Saturday, May  8, 2010 16:31:38 UTC","33.3515","-116.9498"
"1.2","4.90","Southern California","Saturday, May  8, 2010 16:30:48 UTC","32.6500","-115.7887"
"1.1","18.10","Southern California","Saturday, May  8, 2010 15:49:46 UTC","33.6948","-116.7296"
"1.7","4.50","Southern California","Saturday, May  8, 2010 15:36:59 UTC","32.6890","-115.8423"
"1.0","9.00","Southern California","Saturday, May  8, 2010 15:16:36 UTC","33.1673","-116.4512"
"1.1","14.30","Southern California","Saturday, May  8, 2010 15:14:00 UTC","33.4623","-116.4598"
"2.0","4.60","Southern California","Saturday, May  8, 2010 15:04:16 UTC","32.6606","-115.8635"
"1.0","7.10","Southern California","Saturday, May  8, 2010 15:02:25 UTC","33.2617","-116.2878"
"1.7","4.80","Southern California","Saturday, May  8, 2010 14:42:17 UTC","32.6728","-115.8320"
"3.4","3.50","Southern California","Saturday, May  8, 2010 13:47:03 UTC","33.2663","-116.0590"
"1.7","11.50","Southern California","Saturday, May  8, 2010 13:39:16 UTC","32.9140","-116.3528"
"1.9","5.40","Southern California","Saturday, May  8, 2010 12:40:33 UTC","32.6606","-115.8536"
"1.2","2.70","Southern California","Saturday, May  8, 2010 12:33:19 UTC","32.7377","-115.8340"
"1.4","9.20","Southern California","Saturday, May  8, 2010 11:44:03 UTC","32.6680","-115.7092"
"1.9","11.40","Southern California","Saturday, May  8, 2010 11:29:54 UTC","32.9200","-116.3578"
"1.3","5.40","Southern California","Saturday, May  8, 2010 11:27:11 UTC","32.6990","-116.0435"
"1.3","4.80","Southern California","Saturday, May  8, 2010 11:26:59 UTC","33.7827","-116.1175"
"1.5","5.60","Southern California","Saturday, May  8, 2010 11:21:51 UTC","33.7771","-116.1141"
"1.0","9.40","Southern California","Saturday, May  8, 2010 10:28:12 UTC","32.6490","-115.8557"
"2.4","5.00","Southern California","Saturday, May  8, 2010 10:02:35 UTC","32.6668","-115.8033"
"2.2","0.00","Southern California","Saturday, May  8, 2010 09:24:28 UTC","32.7080","-115.9061"
"1.6","4.10","Southern California","Saturday, May  8, 2010 09:07:33 UTC","33.4712","-116.4292"
"1.2","4.20","Southern California","Saturday, May  8, 2010 08:34:29 UTC","32.6695","-115.8223"
"1.5","6.10","Southern California","Saturday, May  8, 2010 08:23:59 UTC","32.6978","-115.8160"
"1.4","5.10","Southern California","Saturday, May  8, 2010 07:57:17 UTC","32.7276","-115.9021"
"2.5","1.20","Southern California","Saturday, May  8, 2010 07:52:24 UTC","32.6680","-115.8050"
"1.5","7.90","Southern California","Saturday, May  8, 2010 07:29:59 UTC","32.8657","-115.9517"
"1.4","3.00","Southern California","Saturday, May  8, 2010 06:53:26 UTC","32.6587","-115.7772"
"1.9","4.30","Southern California","Saturday, May  8, 2010 06:35:45 UTC","32.6856","-115.8550"
"1.5","11.50","Southern California","Saturday, May  8, 2010 06:24:52 UTC","32.7460","-116.0707"
"1.8","0.00","Southern California","Saturday, May  8, 2010 06:06:46 UTC","32.7038","-115.8970"
"2.5","2.00","Southern California","Saturday, May  8, 2010 06:03:24 UTC","32.7245","-115.8922"
"1.4","4.90","Southern California","Saturday, May  8, 2010 06:01:25 UTC","32.6547","-115.7905"
"1.3","5.80","Southern California","Saturday, May  8, 2010 05:56:40 UTC","32.8020","-116.0945"
"1.5","4.00","Southern California","Saturday, May  8, 2010 05:34:49 UTC","32.7138","-115.8866"
"1.5","0.00","Southern California","Saturday, May  8, 2010 05:26:57 UTC","32.6460","-115.7591"
"1.2","5.20","Southern California","Saturday, May  8, 2010 05:13:51 UTC","32.8305","-115.9457"
"2.2","3.90","Southern California","Saturday, May  8, 2010 04:38:35 UTC","32.8138","-116.1106"
"2.2","5.40","Southern California","Saturday, May  8, 2010 04:38:16 UTC","32.8161","-116.1065"
"1.9","5.00","Southern California","Saturday, May  8, 2010 04:26:42 UTC","32.6740","-115.8312"
"1.1","6.90","Southern California","Saturday, May  8, 2010 03:44:58 UTC","33.5148","-116.4760"
"1.6","9.10","Southern California","Saturday, May  8, 2010 03:25:26 UTC","32.7026","-115.9901"
"1.9","5.80","Southern California","Saturday, May  8, 2010 03:15:48 UTC","32.6410","-115.8636"
"2.7","3.00","Southern California","Saturday, May  8, 2010 03:14:47 UTC","32.6772","-115.8657"
"1.7","4.30","Southern California","Saturday, May  8, 2010 03:00:22 UTC","33.2625","-116.3722"
"2.0","10.00","Southern California","Saturday, May  8, 2010 03:00:22 UTC","33.2622","-116.3638"
"1.6","5.70","Southern California","Saturday, May  8, 2010 02:42:50 UTC","32.6988","-115.8000"
"1.1","10.50","Southern California","Saturday, May  8, 2010 02:25:04 UTC","32.7058","-115.8933"
"1.5","4.00","Southern California","Saturday, May  8, 2010 02:19:23 UTC","32.7121","-115.8860"
"2.1","3.00","Southern California","Saturday, May  8, 2010 02:13:46 UTC","32.6933","-115.9725"
"1.8","0.10","Southern California","Saturday, May  8, 2010 02:11:09 UTC","32.7191","-115.8873"
"2.2","3.20","Southern California","Saturday, May  8, 2010 02:05:52 UTC","32.6998","-115.8810"
"2.3","4.60","Southern California","Saturday, May  8, 2010 02:02:52 UTC","33.2682","-116.0552"
"3.4","1.90","Southern California","Saturday, May  8, 2010 01:31:32 UTC","32.7032","-115.8898"
"1.9","2.30","Southern California","Saturday, May  8, 2010 01:25:12 UTC","32.6610","-115.8050"
"1.6","8.60","Southern California","Saturday, May  8, 2010 01:16:11 UTC","32.7070","-115.8776"
"1.3","6.10","Southern California","Saturday, May  8, 2010 01:06:46 UTC","32.8545","-115.9975"
"1.4","3.60","Southern California","Saturday, May  8, 2010 00:58:14 UTC","32.6688","-115.9230"
"1.6","6.70","Southern California","Saturday, May  8, 2010 00:35:11 UTC","32.7300","-115.8998"
"1.5","4.80","Southern California","Saturday, May  8, 2010 00:16:47 UTC","32.6528","-115.7968"
"1.6","5.20","Southern California","Saturday, May  8, 2010 00:04:47 UTC","32.6855","-115.8885"
"1.7","4.50","Southern California","Friday, May  7, 2010 23:58:42 UTC","32.6983","-115.8811"
"1.7","6.20","Southern California","Friday, May  7, 2010 22:25:22 UTC","32.7135","-115.9535"
"1.6","9.30","Southern California","Friday, May  7, 2010 22:19:27 UTC","32.7184","-115.8298"
"1.7","2.60","Southern California","Friday, May  7, 2010 22:15:42 UTC","32.6455","-115.7606"
"2.0","6.50","Southern California","Friday, May  7, 2010 22:05:28 UTC","32.6526","-115.8520"
"1.6","3.10","Southern California","Friday, May  7, 2010 21:59:49 UTC","32.7076","-115.8638"
"2.3","5.70","Southern California","Friday, May  7, 2010 21:54:50 UTC","32.6695","-115.8660"
"1.6","5.30","Southern California","Friday, May  7, 2010 21:50:10 UTC","32.7046","-115.9841"
"1.7","6.30","Southern California","Friday, May  7, 2010 21:13:58 UTC","32.8063","-116.0966"
"1.0","15.40","Southern California","Friday, May  7, 2010 20:37:06 UTC","33.9455","-116.9733"
"1.6","14.20","Southern California","Friday, May  7, 2010 20:17:49 UTC","32.6550","-115.7143"
"1.8","9.50","Southern California","Friday, May  7, 2010 20:02:57 UTC","32.6670","-115.8665"
"1.5","7.30","Southern California","Friday, May  7, 2010 19:46:09 UTC","32.6881","-115.8656"
"1.3","5.50","Southern California","Friday, May  7, 2010 19:38:15 UTC","32.8103","-116.0343"
"1.6","7.10","Southern California","Friday, May  7, 2010 19:30:42 UTC","32.6853","-116.0402"
"1.1","13.80","Southern California","Friday, May  7, 2010 18:44:59 UTC","33.6425","-117.2350"
"2.1","7.60","Southern California","Friday, May  7, 2010 18:22:32 UTC","34.2465","-117.0767"
"1.4","10.30","Southern California","Friday, May  7, 2010 18:19:57 UTC","34.5343","-118.1238"
"1.0","9.60","Southern California","Friday, May  7, 2010 18:08:29 UTC","33.7788","-116.1453"
"1.8","3.40","Southern California","Friday, May  7, 2010 17:45:39 UTC","32.7168","-115.8293"
"1.5","11.20","Southern California","Friday, May  7, 2010 17:20:46 UTC","33.0117","-116.3032"
"1.8","5.60","Southern California","Friday, May  7, 2010 17:16:56 UTC","32.6773","-115.8408"
"1.7","4.20","Southern California","Friday, May  7, 2010 16:07:36 UTC","32.6952","-115.8657"
"1.2","4.40","Southern California","Friday, May  7, 2010 16:03:34 UTC","33.2643","-116.3665"
"2.0","6.20","Southern California","Friday, May  7, 2010 15:49:24 UTC","32.6901","-115.8978"
"2.2","6.30","Southern California","Friday, May  7, 2010 14:53:34 UTC","32.6381","-115.8296"
"1.9","5.10","Southern California","Friday, May  7, 2010 14:49:57 UTC","32.6993","-115.9195"
"2.2","5.60","Southern California","Friday, May  7, 2010 14:10:15 UTC","32.6771","-115.8643"
"1.1","18.80","Southern California","Friday, May  7, 2010 13:47:29 UTC","33.7080","-116.7158"
"1.0","16.30","Southern California","Friday, May  7, 2010 12:54:11 UTC","33.3448","-116.9437"
"1.6","4.10","Southern California","Friday, May  7, 2010 12:39:46 UTC","32.7128","-115.8790"
"1.7","6.70","Southern California","Friday, May  7, 2010 12:37:22 UTC","32.7080","-115.8716"
"2.0","4.00","Southern California","Friday, May  7, 2010 12:11:33 UTC","32.7085","-116.0350"
"2.7","1.20","Southern California","Friday, May  7, 2010 11:36:12 UTC","32.6793","-115.7758"
"1.5","12.00","Southern California","Friday, May  7, 2010 11:33:29 UTC","32.6907","-115.8788"
"2.9","2.20","Southern California","Friday, May  7, 2010 11:32:49 UTC","32.7095","-115.8812"
"2.0","4.80","Southern California","Friday, May  7, 2010 11:32:42 UTC","32.6647","-115.8360"
"1.4","5.80","Southern California","Friday, May  7, 2010 11:27:09 UTC","32.7121","-116.0306"
"2.6","0.30","Southern California","Friday, May  7, 2010 11:08:19 UTC","32.7173","-116.0428"
"1.6","6.60","Southern California","Friday, May  7, 2010 10:41:42 UTC","32.6623","-115.7365"
"1.6","3.70","Southern California","Friday, May  7, 2010 10:14:31 UTC","32.6758","-115.7528"
"1.7","3.50","Southern California","Friday, May  7, 2010 10:10:58 UTC","32.7218","-115.8798"
"1.9","4.00","Southern California","Friday, May  7, 2010 10:02:39 UTC","32.7022","-115.9072"
"1.9","6.90","Southern California","Friday, May  7, 2010 09:47:42 UTC","32.6678","-115.9123"
"2.6","10.00","Southern California","Friday, May  7, 2010 09:34:41 UTC","33.4263","-116.5945"
"1.5","6.60","Southern California","Friday, May  7, 2010 09:30:42 UTC","32.7190","-115.8915"
"1.4","1.60","Southern California","Friday, May  7, 2010 07:34:45 UTC","32.7062","-115.8372"
"1.4","3.50","Southern California","Friday, May  7, 2010 05:07:20 UTC","32.6563","-115.9102"
"1.7","2.50","Baja California, Mexico","Friday, May 14, 2010 04:22:46 UTC","32.5895","-115.7470"
"3.2","2.70","Baja California, Mexico","Friday, May 14, 2010 01:42:09 UTC","32.1811","-115.3948"
"3.2","0.20","Baja California, Mexico","Friday, May 14, 2010 00:12:15 UTC","32.2852","-115.3723"
"2.1","0.00","Baja California, Mexico","Thursday, May 13, 2010 21:26:19 UTC","32.5220","-115.6955"
"2.0","1.60","Baja California, Mexico","Thursday, May 13, 2010 21:25:04 UTC","32.6325","-115.8378"
"2.1","6.60","Baja California, Mexico","Thursday, May 13, 2010 20:39:19 UTC","32.5438","-115.6936"
"1.8","5.80","Baja California, Mexico","Thursday, May 13, 2010 18:33:02 UTC","32.6279","-115.7626"
"3.3","0.80","Baja California, Mexico","Thursday, May 13, 2010 17:23:43 UTC","32.4200","-115.5620"
"2.2","4.30","Baja California, Mexico","Thursday, May 13, 2010 16:11:53 UTC","32.4836","-115.5950"
"2.7","2.50","Baja California, Mexico","Thursday, May 13, 2010 15:48:06 UTC","32.6028","-115.7346"
"2.0","0.40","Baja California, Mexico","Thursday, May 13, 2010 14:57:33 UTC","32.4023","-115.5220"
"2.2","13.10","Baja California, Mexico","Thursday, May 13, 2010 11:23:51 UTC","32.1580","-115.2618"
"2.1","10.00","Baja California, Mexico","Thursday, May 13, 2010 11:00:35 UTC","32.1747","-115.4078"
"2.2","6.20","Baja California, Mexico","Thursday, May 13, 2010 10:58:37 UTC","32.3707","-115.5003"
"1.9","8.20","Baja California, Mexico","Thursday, May 13, 2010 10:47:44 UTC","32.6383","-115.7283"
"2.5","10.00","Baja California, Mexico","Thursday, May 13, 2010 10:46:55 UTC","32.2630","-115.4647"
"2.6","10.50","Baja California, Mexico","Thursday, May 13, 2010 09:38:26 UTC","32.6105","-115.7078"
"2.5","6.00","Baja California, Mexico","Thursday, May 13, 2010 08:32:26 UTC","31.9258","-115.8010"
"3.5","6.00","Baja California, Mexico","Thursday, May 13, 2010 08:20:18 UTC","32.2555","-115.3653"
"2.9","2.80","Baja California, Mexico","Thursday, May 13, 2010 08:02:52 UTC","32.6435","-115.7530"
"2.7","7.00","Baja California, Mexico","Thursday, May 13, 2010 07:51:51 UTC","32.1243","-115.1832"
"2.3","4.00","Baja California, Mexico","Thursday, May 13, 2010 07:16:28 UTC","32.2665","-115.4095"
"1.9","10.00","Baja California, Mexico","Thursday, May 13, 2010 06:54:54 UTC","32.1455","-115.3055"
"1.8","7.00","Baja California, Mexico","Thursday, May 13, 2010 06:32:21 UTC","32.2142","-115.2910"
"2.9","0.10","Baja California, Mexico","Thursday, May 13, 2010 06:29:19 UTC","32.0876","-115.2915"
"2.0","0.90","Baja California, Mexico","Thursday, May 13, 2010 06:08:54 UTC","32.5921","-115.7683"
"2.0","7.00","Baja California, Mexico","Thursday, May 13, 2010 03:17:50 UTC","32.3767","-115.2013"
"2.0","6.30","Baja California, Mexico","Thursday, May 13, 2010 02:50:10 UTC","32.6310","-115.8396"
"3.0","7.10","Baja California, Mexico","Wednesday, May 12, 2010 23:55:02 UTC","32.1710","-115.2607"
"2.7","7.00","Baja California, Mexico","Wednesday, May 12, 2010 23:15:39 UTC","32.2092","-115.2927"
"2.3","2.70","Baja California, Mexico","Wednesday, May 12, 2010 22:47:39 UTC","32.6153","-115.7593"
"1.6","0.00","Baja California, Mexico","Wednesday, May 12, 2010 22:45:17 UTC","32.5527","-116.7857"
"1.9","0.60","Baja California, Mexico","Wednesday, May 12, 2010 21:54:12 UTC","32.6010","-115.7616"
"2.1","10.00","Baja California, Mexico","Wednesday, May 12, 2010 20:51:20 UTC","32.3315","-115.4635"
"3.5","10.00","Baja California, Mexico","Wednesday, May 12, 2010 19:13:27 UTC","32.0105","-115.2547"
"3.2","12.30","Baja California, Mexico","Wednesday, May 12, 2010 19:12:27 UTC","32.2993","-115.3195"
"1.4","4.70","Baja California, Mexico","Wednesday, May 12, 2010 16:50:56 UTC","32.6395","-115.7627"
"2.3","2.40","Baja California, Mexico","Wednesday, May 12, 2010 16:15:20 UTC","32.5876","-115.7886"
"2.0","4.40","Baja California, Mexico","Wednesday, May 12, 2010 16:08:34 UTC","32.5858","-115.7408"
"1.9","2.00","Baja California, Mexico","Wednesday, May 12, 2010 15:58:31 UTC","32.6213","-115.7615"
"2.8","12.80","Baja California, Mexico","Wednesday, May 12, 2010 15:48:00 UTC","32.2100","-115.2226"
"2.4","4.40","Baja California, Mexico","Wednesday, May 12, 2010 15:42:27 UTC","32.5440","-115.6916"
"2.7","8.40","Baja California, Mexico","Wednesday, May 12, 2010 15:15:23 UTC","32.6211","-115.7738"
"3.0","10.00","Baja California, Mexico","Wednesday, May 12, 2010 12:48:34 UTC","32.0300","-115.1753"
"2.5","6.50","Baja California, Mexico","Wednesday, May 12, 2010 12:23:36 UTC","32.6266","-115.8113"
"1.8","4.50","Baja California, Mexico","Wednesday, May 12, 2010 12:04:47 UTC","32.6023","-115.7580"
"1.7","4.60","Baja California, Mexico","Wednesday, May 12, 2010 10:18:43 UTC","32.6200","-115.7508"
"1.7","7.00","Baja California, Mexico","Wednesday, May 12, 2010 09:52:37 UTC","32.3862","-115.5392"
"1.1","5.90","Baja California, Mexico","Wednesday, May 12, 2010 09:50:36 UTC","32.4155","-115.6305"
"2.4","5.00","Baja California, Mexico","Wednesday, May 12, 2010 09:45:29 UTC","32.4115","-115.5650"
"2.2","3.20","Baja California, Mexico","Wednesday, May 12, 2010 08:43:31 UTC","32.5376","-115.6941"
"2.6","6.50","Baja California, Mexico","Wednesday, May 12, 2010 07:28:37 UTC","32.3866","-115.5155"
"2.1","4.60","Baja California, Mexico","Wednesday, May 12, 2010 07:11:01 UTC","32.2662","-115.4125"
"2.1","2.20","Baja California, Mexico","Wednesday, May 12, 2010 05:46:19 UTC","32.5190","-115.6520"
"2.3","6.90","Baja California, Mexico","Wednesday, May 12, 2010 05:18:11 UTC","32.5481","-115.6860"
"1.9","6.00","Baja California, Mexico","Wednesday, May 12, 2010 05:08:49 UTC","32.6100","-115.7715"
"1.9","5.50","Baja California, Mexico","Wednesday, May 12, 2010 04:19:03 UTC","32.6296","-115.7903"
"2.4","10.00","Baja California, Mexico","Wednesday, May 12, 2010 04:16:19 UTC","32.2240","-115.3267"
"3.4","10.00","Baja California, Mexico","Wednesday, May 12, 2010 04:00:59 UTC","32.1263","-115.1835"
"1.7","4.20","Baja California, Mexico","Wednesday, May 12, 2010 02:49:49 UTC","32.6406","-115.7658"
"1.9","5.20","Baja California, Mexico","Wednesday, May 12, 2010 02:19:57 UTC","32.6209","-115.7340"
"1.8","10.00","Baja California, Mexico","Wednesday, May 12, 2010 00:17:53 UTC","32.3430","-115.4948"
"2.3","3.50","Baja California, Mexico","Tuesday, May 11, 2010 21:46:00 UTC","32.6128","-115.7376"
"3.3","6.00","Baja California, Mexico","Tuesday, May 11, 2010 20:36:55 UTC","32.1055","-115.1558"
"2.9","13.80","Baja California, Mexico","Tuesday, May 11, 2010 20:34:13 UTC","32.3247","-115.3813"
"3.0","14.50","Baja California, Mexico","Tuesday, May 11, 2010 19:57:53 UTC","32.2715","-115.3110"
"2.0","2.10","Baja California, Mexico","Tuesday, May 11, 2010 17:25:48 UTC","32.5908","-115.7550"
"2.7","1.60","Baja California, Mexico","Tuesday, May 11, 2010 17:14:05 UTC","32.4518","-115.6355"
"1.7","6.90","Baja California, Mexico","Tuesday, May 11, 2010 16:56:57 UTC","32.6193","-115.8008"
"2.6","0.10","Baja California, Mexico","Tuesday, May 11, 2010 15:16:03 UTC","32.5080","-115.6183"
"1.8","10.00","Baja California, Mexico","Tuesday, May 11, 2010 14:36:10 UTC","32.2960","-115.3355"
"2.2","8.90","Baja California, Mexico","Tuesday, May 11, 2010 14:20:49 UTC","32.5315","-115.6716"
"2.4","0.00","Baja California, Mexico","Tuesday, May 11, 2010 14:09:54 UTC","32.5831","-115.7781"
"3.3","2.00","Baja California, Mexico","Tuesday, May 11, 2010 13:22:48 UTC","32.5927","-115.7590"
