"magnitude","deph","region","datetime","latitude","longitude"
"1.4","6.90","Baja California, Mexico","Tuesday, May 11, 2010 13:10:47 UTC","32.4757","-115.5240"
"2.6","16.20","Baja California, Mexico","Tuesday, May 11, 2010 12:11:50 UTC","32.1083","-115.3886"
"3.6","6.00","Baja California, Mexico","Tuesday, May 11, 2010 10:41:15 UTC","32.0403","-115.1962"
"2.4","10.00","Baja California, Mexico","Tuesday, May 11, 2010 09:52:53 UTC","32.3085","-115.3330"
"2.8","3.80","Baja California, Mexico","Tuesday, May 11, 2010 09:50:45 UTC","32.2627","-115.3590"
"3.8","5.90","Baja California, Mexico","Tuesday, May 11, 2010 08:40:34 UTC","32.2217","-115.3377"
"2.3","6.00","Baja California, Mexico","Tuesday, May 11, 2010 08:22:56 UTC","32.4020","-115.1823"
"2.7","10.00","Baja California, Mexico","Tuesday, May 11, 2010 08:06:02 UTC","32.0897","-115.0148"
"2.4","0.80","Baja California, Mexico","Tuesday, May 11, 2010 07:34:20 UTC","32.3098","-115.5073"
"2.8","4.20","Baja California, Mexico","Tuesday, May 11, 2010 07:13:19 UTC","32.2987","-115.3580"
"2.1","5.70","Baja California, Mexico","Tuesday, May 11, 2010 06:35:22 UTC","32.6396","-115.7491"
"2.8","12.50","Baja California, Mexico","Tuesday, May 11, 2010 06:31:44 UTC","32.1401","-115.3746"
"1.0","6.30","Baja California, Mexico","Tuesday, May 11, 2010 05:55:46 UTC","32.6290","-115.7333"
"2.0","0.00","Baja California, Mexico","Tuesday, May 11, 2010 05:53:43 UTC","32.4621","-115.6103"
"2.2","0.00","Baja California, Mexico","Tuesday, May 11, 2010 03:21:05 UTC","32.5888","-115.7615"
"2.0","7.20","Baja California, Mexico","Tuesday, May 11, 2010 02:46:48 UTC","32.4533","-115.6117"
"2.8","10.00","Baja California, Mexico","Monday, May 10, 2010 23:26:00 UTC","32.2093","-115.2600"
"2.1","10.00","Baja California, Mexico","Monday, May 10, 2010 22:49:11 UTC","32.1387","-115.2257"
"2.0","15.10","Baja California, Mexico","Monday, May 10, 2010 22:09:10 UTC","32.3712","-115.2365"
"2.0","7.00","Baja California, Mexico","Monday, May 10, 2010 22:07:56 UTC","32.3940","-115.2202"
"2.0","17.90","Baja California, Mexico","Monday, May 10, 2010 21:16:27 UTC","32.6351","-115.8265"
"2.3","14.30","Baja California, Mexico","Monday, May 10, 2010 21:02:30 UTC","32.3683","-115.5010"
"2.7","1.40","Baja California, Mexico","Monday, May 10, 2010 20:41:35 UTC","32.6171","-115.7676"
"1.8","2.70","Baja California, Mexico","Monday, May 10, 2010 20:27:15 UTC","32.5925","-115.7386"
"1.7","10.00","Baja California, Mexico","Monday, May 10, 2010 20:23:04 UTC","32.2375","-115.4158"
"2.0","3.20","Baja California, Mexico","Monday, May 10, 2010 20:11:21 UTC","32.6321","-115.7816"
"2.6","18.50","Baja California, Mexico","Monday, May 10, 2010 20:03:37 UTC","32.1446","-115.1685"
"2.3","10.00","Baja California, Mexico","Monday, May 10, 2010 19:37:13 UTC","32.2682","-115.4013"
"2.3","0.00","Baja California, Mexico","Monday, May 10, 2010 19:33:47 UTC","32.4171","-115.5666"
"2.1","5.10","Baja California, Mexico","Monday, May 10, 2010 19:17:13 UTC","32.5626","-115.7525"
"1.7","5.20","Baja California, Mexico","Monday, May 10, 2010 18:45:12 UTC","32.6365","-115.7785"
"3.6","6.00","Baja California, Mexico","Monday, May 10, 2010 18:13:41 UTC","32.1913","-115.3212"
"1.7","10.00","Baja California, Mexico","Monday, May 10, 2010 18:00:04 UTC","32.2435","-115.3997"
"1.8","10.00","Baja California, Mexico","Monday, May 10, 2010 17:30:23 UTC","32.1467","-115.2368"
"1.3","5.60","Baja California, Mexico","Monday, May 10, 2010 17:01:25 UTC","32.6105","-115.8347"
"2.2","9.00","Baja California, Mexico","Monday, May 10, 2010 16:30:28 UTC","32.5741","-115.7568"
"2.7","0.50","Baja California, Mexico","Monday, May 10, 2010 15:47:18 UTC","32.1910","-115.3475"
"2.1","10.00","Baja California, Mexico","Monday, May 10, 2010 14:04:30 UTC","32.2693","-115.4212"
"1.8","10.00","Baja California, Mexico","Monday, May 10, 2010 13:46:20 UTC","32.2003","-115.2452"
"1.7","9.30","Baja California, Mexico","Monday, May 10, 2010 13:40:39 UTC","32.6046","-115.7173"
"2.1","12.40","Baja California, Mexico","Monday, May 10, 2010 13:19:33 UTC","32.5318","-115.6728"
"3.0","12.80","Baja California, Mexico","Monday, May 10, 2010 12:59:28 UTC","32.3120","-115.3252"
"2.4","0.50","Baja California, Mexico","Monday, May 10, 2010 12:33:18 UTC","32.2245","-115.4108"
"2.4","2.30","Baja California, Mexico","Monday, May 10, 2010 11:29:46 UTC","32.3858","-115.5680"
"2.8","0.00","Baja California, Mexico","Monday, May 10, 2010 10:24:23 UTC","32.3000","-115.3321"
"2.9","13.90","Baja California, Mexico","Monday, May 10, 2010 10:11:44 UTC","32.2935","-115.3062"
"1.8","8.00","Baja California, Mexico","Monday, May 10, 2010 10:09:30 UTC","32.6275","-115.7800"
"2.0","5.20","Baja California, Mexico","Monday, May 10, 2010 10:04:24 UTC","32.4916","-115.6541"
"2.1","0.10","Baja California, Mexico","Monday, May 10, 2010 08:26:43 UTC","32.4195","-115.5766"
"2.4","10.00","Baja California, Mexico","Monday, May 10, 2010 07:28:51 UTC","32.1967","-115.2553"
"2.4","12.20","Baja California, Mexico","Monday, May 10, 2010 05:11:05 UTC","32.3595","-115.5545"
"2.8","13.70","Baja California, Mexico","Monday, May 10, 2010 04:53:14 UTC","32.2542","-115.3092"
"1.6","10.00","Baja California, Mexico","Monday, May 10, 2010 03:18:50 UTC","32.6072","-115.7622"
"2.6","7.00","Baja California, Mexico","Monday, May 10, 2010 01:37:45 UTC","32.1247","-115.1580"
"3.1","7.00","Baja California, Mexico","Monday, May 10, 2010 00:04:11 UTC","32.2513","-115.3383"
"3.1","15.00","Baja California, Mexico","Sunday, May  9, 2010 20:58:16 UTC","32.2225","-115.2672"
"3.1","2.70","Baja California, Mexico","Sunday, May  9, 2010 20:44:10 UTC","32.0385","-115.0875"
"2.9","12.60","Baja California, Mexico","Sunday, May  9, 2010 19:49:43 UTC","32.2460","-115.2810"
"2.4","1.80","Baja California, Mexico","Sunday, May  9, 2010 19:00:32 UTC","32.4141","-115.5640"
"2.8","20.10","Baja California, Mexico","Sunday, May  9, 2010 18:39:18 UTC","32.2222","-115.2345"
"1.7","3.80","Baja California, Mexico","Sunday, May  9, 2010 18:27:17 UTC","32.6028","-115.7825"
"2.2","10.60","Baja California, Mexico","Sunday, May  9, 2010 18:23:34 UTC","32.4081","-115.5485"
"3.1","14.70","Baja California, Mexico","Sunday, May  9, 2010 17:58:46 UTC","32.4108","-115.5457"
"2.4","6.00","Baja California, Mexico","Sunday, May  9, 2010 17:37:02 UTC","32.3085","-115.3173"
"1.6","9.50","Baja California, Mexico","Sunday, May  9, 2010 16:51:18 UTC","32.6288","-115.7395"
"2.8","9.90","Baja California, Mexico","Sunday, May  9, 2010 16:22:19 UTC","32.1115","-115.2901"
"3.4","15.20","Baja California, Mexico","Sunday, May  9, 2010 14:46:48 UTC","32.2598","-115.2612"
"1.9","0.30","Baja California, Mexico","Sunday, May  9, 2010 12:56:31 UTC","32.6135","-115.8415"
"2.4","0.40","Baja California, Mexico","Sunday, May  9, 2010 11:11:19 UTC","32.2666","-115.4875"
"3.0","15.30","Baja California, Mexico","Sunday, May  9, 2010 09:10:56 UTC","32.3312","-115.4377"
"2.0","7.00","Baja California, Mexico","Sunday, May  9, 2010 08:45:29 UTC","32.3613","-115.4088"
"1.8","10.00","Baja California, Mexico","Sunday, May  9, 2010 07:45:10 UTC","32.5405","-115.6938"
"2.7","10.00","Baja California, Mexico","Sunday, May  9, 2010 07:20:22 UTC","31.8727","-114.9208"
"2.4","2.00","Baja California, Mexico","Sunday, May  9, 2010 07:13:38 UTC","32.3171","-115.5311"
"1.5","4.60","Baja California, Mexico","Sunday, May  9, 2010 06:15:41 UTC","32.6191","-115.7765"
"2.5","0.00","Baja California, Mexico","Sunday, May  9, 2010 06:07:01 UTC","32.2385","-115.3930"
"2.5","0.00","Baja California, Mexico","Sunday, May  9, 2010 05:44:27 UTC","32.6061","-115.7923"
"2.3","3.60","Baja California, Mexico","Sunday, May  9, 2010 05:10:02 UTC","32.6380","-115.8253"
"3.3","13.90","Baja California, Mexico","Sunday, May  9, 2010 04:16:57 UTC","32.4077","-115.5610"
"1.3","10.10","Baja California, Mexico","Sunday, May  9, 2010 03:00:36 UTC","32.5880","-116.1337"
"2.4","0.40","Baja California, Mexico","Sunday, May  9, 2010 02:49:48 UTC","32.3891","-115.5473"
"1.6","7.70","Baja California, Mexico","Sunday, May  9, 2010 02:17:23 UTC","32.5803","-115.7500"
"2.8","28.00","Baja California, Mexico","Sunday, May  9, 2010 00:58:14 UTC","32.1155","-115.1080"
"1.7","2.60","Baja California, Mexico","Saturday, May  8, 2010 23:43:55 UTC","32.6036","-115.7426"
"2.1","6.80","Baja California, Mexico","Saturday, May  8, 2010 23:05:14 UTC","32.6061","-115.7380"
"2.7","5.60","Baja California, Mexico","Saturday, May  8, 2010 21:57:07 UTC","32.0992","-115.2260"
"3.0","6.00","Baja California, Mexico","Saturday, May  8, 2010 21:04:11 UTC","32.2935","-115.3722"
"1.9","3.50","Baja California, Mexico","Saturday, May  8, 2010 20:54:00 UTC","32.4643","-115.6595"
"1.5","2.10","Baja California, Mexico","Saturday, May  8, 2010 20:31:19 UTC","32.5601","-115.7540"
"2.7","11.10","Baja California, Mexico","Saturday, May  8, 2010 20:12:17 UTC","32.5880","-115.7321"
"2.9","4.90","Baja California, Mexico","Saturday, May  8, 2010 19:22:17 UTC","32.2920","-115.3227"
"1.6","1.60","Baja California, Mexico","Saturday, May  8, 2010 19:06:42 UTC","32.5931","-115.6738"
"2.6","12.10","Baja California, Mexico","Saturday, May  8, 2010 18:59:12 UTC","32.2126","-115.4040"
"2.5","12.00","Baja California, Mexico","Saturday, May  8, 2010 17:21:35 UTC","32.1921","-115.4316"
"2.3","3.30","Baja California, Mexico","Saturday, May  8, 2010 16:39:06 UTC","32.5533","-115.7250"
"1.6","6.20","Baja California, Mexico","Saturday, May  8, 2010 16:26:55 UTC","32.6408","-115.7923"
"1.8","6.00","Baja California, Mexico","Saturday, May  8, 2010 14:39:27 UTC","32.6338","-115.7615"
"3.7","1.90","Baja California, Mexico","Saturday, May  8, 2010 14:25:24 UTC","32.2008","-115.2440"
"2.2","1.60","Baja California, Mexico","Saturday, May  8, 2010 14:16:45 UTC","32.5583","-115.7585"
"2.4","8.90","Baja California, Mexico","Saturday, May  8, 2010 14:15:29 UTC","32.3240","-115.3892"
"1.8","0.00","Baja California, Mexico","Saturday, May  8, 2010 14:05:55 UTC","32.5773","-115.7660"
"2.1","4.90","Baja California, Mexico","Saturday, May  8, 2010 13:20:00 UTC","32.6367","-115.7840"
"2.2","3.80","Baja California, Mexico","Saturday, May  8, 2010 12:29:38 UTC","32.4722","-115.6123"
"2.1","6.00","Baja California, Mexico","Saturday, May  8, 2010 12:28:41 UTC","32.4630","-115.6108"
"1.8","3.50","Baja California, Mexico","Saturday, May  8, 2010 11:56:43 UTC","32.6277","-115.7453"
"3.5","4.50","Baja California, Mexico","Saturday, May  8, 2010 11:49:20 UTC","32.5538","-115.6827"
"1.8","4.10","Baja California, Mexico","Saturday, May  8, 2010 11:22:55 UTC","32.5913","-115.7030"
"2.6","10.00","Baja California, Mexico","Saturday, May  8, 2010 09:55:33 UTC","31.8925","-114.9435"
"1.8","10.00","Baja California, Mexico","Saturday, May  8, 2010 09:20:29 UTC","32.2043","-115.2450"
"2.5","10.00","Baja California, Mexico","Saturday, May  8, 2010 08:59:18 UTC","32.1660","-115.2625"
"1.6","0.90","Baja California, Mexico","Saturday, May  8, 2010 08:45:23 UTC","32.6343","-115.7488"
"1.7","4.90","Baja California, Mexico","Saturday, May  8, 2010 08:41:00 UTC","32.6200","-115.7293"
"2.1","10.00","Baja California, Mexico","Saturday, May  8, 2010 07:51:58 UTC","32.1403","-115.2900"
"2.4","10.50","Baja California, Mexico","Saturday, May  8, 2010 07:47:35 UTC","32.1677","-115.3170"
"2.8","12.10","Baja California, Mexico","Saturday, May  8, 2010 06:01:42 UTC","32.2660","-115.3503"
"1.9","5.60","Baja California, Mexico","Saturday, May  8, 2010 05:09:36 UTC","32.4098","-115.5512"
"2.2","6.60","Baja California, Mexico","Saturday, May  8, 2010 04:47:11 UTC","32.2365","-115.3102"
"1.3","3.80","Baja California, Mexico","Saturday, May  8, 2010 04:05:54 UTC","32.6278","-115.7460"
"1.7","0.10","Baja California, Mexico","Saturday, May  8, 2010 01:11:48 UTC","32.5430","-115.7296"
"1.0","5.10","Baja California, Mexico","Saturday, May  8, 2010 00:58:47 UTC","32.6115","-115.7700"
"1.5","5.10","Baja California, Mexico","Friday, May  7, 2010 23:45:14 UTC","32.5813","-115.7745"
"1.6","5.30","Baja California, Mexico","Friday, May  7, 2010 23:32:55 UTC","32.5773","-115.7171"
"1.6","6.90","Baja California, Mexico","Friday, May  7, 2010 23:14:15 UTC","32.6065","-115.7470"
"1.6","8.80","Baja California, Mexico","Friday, May  7, 2010 22:41:14 UTC","32.5975","-115.6983"
"1.8","1.70","Baja California, Mexico","Friday, May  7, 2010 22:32:51 UTC","32.6315","-115.8061"
"2.5","18.90","Baja California, Mexico","Friday, May  7, 2010 22:26:34 UTC","32.3003","-115.2653"
"1.9","4.40","Baja California, Mexico","Friday, May  7, 2010 21:00:45 UTC","32.5948","-115.7363"
"2.0","5.60","Baja California, Mexico","Friday, May  7, 2010 20:50:19 UTC","32.4743","-115.5670"
"1.9","7.90","Baja California, Mexico","Friday, May  7, 2010 20:34:27 UTC","32.5571","-115.7158"
"2.0","4.20","Baja California, Mexico","Friday, May  7, 2010 17:49:32 UTC","32.5385","-115.7023"
"1.0","4.10","Baja California, Mexico","Friday, May  7, 2010 16:07:29 UTC","32.5278","-115.6450"
"2.0","2.20","Baja California, Mexico","Friday, May  7, 2010 16:00:52 UTC","32.5656","-115.7255"
"1.5","7.10","Baja California, Mexico","Friday, May  7, 2010 15:52:24 UTC","32.5745","-115.6943"
"1.8","3.50","Baja California, Mexico","Friday, May  7, 2010 14:07:47 UTC","32.5943","-115.7805"
"3.8","13.90","Baja California, Mexico","Friday, May  7, 2010 12:02:01 UTC","32.3220","-115.3163"
"3.3","8.50","Baja California, Mexico","Friday, May  7, 2010 12:00:07 UTC","32.3427","-115.2995"
"3.3","4.00","Baja California, Mexico","Friday, May  7, 2010 11:59:53 UTC","32.3188","-115.3172"
"2.1","5.90","Baja California, Mexico","Friday, May  7, 2010 10:40:35 UTC","32.2668","-115.3508"
"2.4","4.40","Baja California, Mexico","Friday, May  7, 2010 08:59:40 UTC","32.5210","-115.6587"
"1.9","2.10","Baja California, Mexico","Friday, May  7, 2010 08:57:58 UTC","32.6328","-115.7580"
"2.4","12.80","Baja California, Mexico","Friday, May  7, 2010 08:30:30 UTC","32.1913","-115.2827"
"1.3","3.50","Baja California, Mexico","Friday, May  7, 2010 06:55:17 UTC","32.6403","-115.7480"
"2.1","5.80","Baja California, Mexico","Friday, May  7, 2010 06:28:26 UTC","32.5028","-115.6333"
"1.9","4.50","Baja California, Mexico","Friday, May  7, 2010 05:37:26 UTC","32.5275","-115.6495"
"3.1","20.90","Southern Alaska","Thursday, May 13, 2010 23:45:40 UTC","61.5365","-149.7953"
"2.5","23.80","Southern Alaska","Thursday, May 13, 2010 18:17:03 UTC","61.4654","-146.6970"
"1.7","55.20","Southern Alaska","Thursday, May 13, 2010 07:28:37 UTC","61.3130","-151.0412"
"1.9","2.20","Southern Alaska","Thursday, May 13, 2010 02:35:04 UTC","61.6417","-152.0159"
"2.1","65.80","Southern Alaska","Wednesday, May 12, 2010 23:16:25 UTC","61.1495","-151.1920"
"1.7","12.60","Southern Alaska","Wednesday, May 12, 2010 23:12:54 UTC","60.4082","-147.7073"
"1.0","4.10","Southern Alaska","Wednesday, May 12, 2010 23:08:16 UTC","61.3021","-152.2574"
"2.1","97.10","Southern Alaska","Wednesday, May 12, 2010 22:18:39 UTC","59.1655","-153.4793"
"1.1","30.60","Southern Alaska","Wednesday, May 12, 2010 16:31:06 UTC","61.5371","-146.4626"
"2.0","119.20","Southern Alaska","Wednesday, May 12, 2010 13:57:27 UTC","61.1149","-152.4365"
"2.1","13.70","Southern Alaska","Wednesday, May 12, 2010 12:58:53 UTC","60.2881","-141.2217"
"2.2","89.20","Southern Alaska","Wednesday, May 12, 2010 04:39:07 UTC","59.9609","-152.8688"
"1.6","101.60","Southern Alaska","Wednesday, May 12, 2010 04:11:57 UTC","61.5301","-152.0339"
"1.5","27.30","Southern Alaska","Wednesday, May 12, 2010 03:22:08 UTC","61.0264","-146.3548"
"1.4","11.60","Southern Alaska","Wednesday, May 12, 2010 02:44:26 UTC","61.4902","-148.2500"
"3.6","148.10","Southern Alaska","Wednesday, May 12, 2010 01:59:33 UTC","60.4593","-153.0497"
"1.4","51.30","Southern Alaska","Tuesday, May 11, 2010 22:06:36 UTC","61.9139","-149.9848"
"1.9","30.50","Southern Alaska","Tuesday, May 11, 2010 21:09:03 UTC","61.5873","-149.7268"
"1.3","46.40","Southern Alaska","Tuesday, May 11, 2010 11:36:26 UTC","61.5062","-150.2098"
"1.3","13.60","Southern Alaska","Tuesday, May 11, 2010 11:34:07 UTC","60.5029","-144.8253"
"1.2","30.10","Southern Alaska","Tuesday, May 11, 2010 11:24:08 UTC","61.4385","-149.7292"
"1.4","30.00","Southern Alaska","Tuesday, May 11, 2010 10:39:10 UTC","61.8333","-149.8063"
"2.3","14.60","Southern Alaska","Tuesday, May 11, 2010 09:09:25 UTC","61.6505","-148.4353"
"1.8","107.50","Southern Alaska","Tuesday, May 11, 2010 05:00:51 UTC","59.9806","-153.0648"
"1.2","70.90","Southern Alaska","Tuesday, May 11, 2010 04:27:22 UTC","61.9057","-151.0275"
"1.3","19.30","Southern Alaska","Tuesday, May 11, 2010 03:54:10 UTC","60.9014","-146.8372"
"1.0","13.00","Southern Alaska","Tuesday, May 11, 2010 03:30:22 UTC","60.2344","-141.1389"
"1.3","0.00","Southern Alaska","Tuesday, May 11, 2010 01:15:02 UTC","60.0702","-141.3414"
"1.1","21.70","Southern Alaska","Tuesday, May 11, 2010 00:25:08 UTC","61.0151","-147.0512"
"1.4","64.70","Southern Alaska","Tuesday, May 11, 2010 00:02:51 UTC","61.5076","-150.9799"
"1.3","70.40","Southern Alaska","Tuesday, May 11, 2010 00:02:11 UTC","61.8021","-151.0051"
"1.0","0.00","Southern Alaska","Monday, May 10, 2010 20:08:38 UTC","60.1721","-141.3001"
"2.0","122.10","Southern Alaska","Monday, May 10, 2010 19:38:38 UTC","59.9225","-153.4487"
"2.1","151.50","Southern Alaska","Monday, May 10, 2010 18:55:56 UTC","60.1815","-153.1810"
"1.0","0.00","Southern Alaska","Monday, May 10, 2010 16:25:02 UTC","60.1772","-141.2812"
"1.4","105.70","Southern Alaska","Monday, May 10, 2010 16:10:30 UTC","60.7798","-152.2781"
"1.2","22.80","Southern Alaska","Monday, May 10, 2010 15:18:22 UTC","61.5326","-149.6863"
"1.0","18.30","Southern Alaska","Monday, May 10, 2010 14:50:28 UTC","61.5887","-146.6939"
"1.9","54.80","Southern Alaska","Monday, May 10, 2010 10:20:43 UTC","61.6771","-150.6979"
"2.0","52.30","Southern Alaska","Monday, May 10, 2010 10:19:53 UTC","61.6749","-150.7049"
"1.8","62.30","Southern Alaska","Monday, May 10, 2010 09:18:13 UTC","61.1572","-150.8675"
"1.2","31.60","Southern Alaska","Monday, May 10, 2010 07:44:32 UTC","61.2280","-147.6227"
"2.0","99.00","Southern Alaska","Monday, May 10, 2010 07:20:16 UTC","59.6021","-153.0305"
"2.6","115.60","Southern Alaska","Monday, May 10, 2010 07:17:03 UTC","60.1474","-152.8426"
"1.4","65.60","Southern Alaska","Monday, May 10, 2010 06:28:13 UTC","61.1770","-151.1179"
"1.4","29.30","Southern Alaska","Monday, May 10, 2010 06:20:04 UTC","61.6792","-149.8784"
"1.6","27.00","Southern Alaska","Monday, May 10, 2010 05:11:17 UTC","61.3219","-149.8757"
"1.7","81.10","Southern Alaska","Monday, May 10, 2010 04:46:16 UTC","61.2542","-151.7091"
"1.5","115.00","Southern Alaska","Monday, May 10, 2010 03:47:36 UTC","61.0276","-152.3572"
"1.1","0.00","Southern Alaska","Monday, May 10, 2010 03:46:25 UTC","60.1898","-141.0842"
"1.3","0.00","Southern Alaska","Monday, May 10, 2010 02:14:42 UTC","60.1588","-141.4515"
"1.4","0.00","Southern Alaska","Sunday, May  9, 2010 23:40:14 UTC","60.1675","-141.3169"
"1.6","70.70","Southern Alaska","Sunday, May  9, 2010 23:06:33 UTC","60.3677","-152.1918"
"1.6","102.40","Southern Alaska","Sunday, May  9, 2010 19:58:45 UTC","60.2461","-152.5461"
"1.4","17.00","Southern Alaska","Sunday, May  9, 2010 17:05:59 UTC","60.7233","-147.2193"
"1.1","69.40","Southern Alaska","Sunday, May  9, 2010 16:53:58 UTC","61.5153","-151.6880"
"1.7","15.00","Southern Alaska","Sunday, May  9, 2010 15:17:52 UTC","61.5601","-146.4010"
"1.1","0.00","Southern Alaska","Sunday, May  9, 2010 14:20:08 UTC","60.1964","-141.3340"
"1.2","1.60","Southern Alaska","Sunday, May  9, 2010 10:54:29 UTC","60.3849","-147.7447"
"1.3","84.20","Southern Alaska","Sunday, May  9, 2010 06:38:49 UTC","60.5777","-152.2210"
"1.0","6.80","Southern Alaska","Sunday, May  9, 2010 03:42:35 UTC","60.1597","-141.5564"
"1.1","0.00","Southern Alaska","Sunday, May  9, 2010 01:24:37 UTC","60.1605","-141.3832"
"1.3","63.30","Southern Alaska","Sunday, May  9, 2010 01:19:49 UTC","61.6852","-150.9539"
"1.1","0.00","Southern Alaska","Saturday, May  8, 2010 23:27:22 UTC","60.0982","-141.5376"
"1.8","107.70","Southern Alaska","Saturday, May  8, 2010 21:54:33 UTC","59.0069","-153.9720"
"1.4","32.70","Southern Alaska","Saturday, May  8, 2010 19:33:02 UTC","61.5528","-146.3003"
"1.3","104.80","Southern Alaska","Saturday, May  8, 2010 17:15:53 UTC","60.0872","-152.8774"
"1.2","0.00","Southern Alaska","Saturday, May  8, 2010 16:29:14 UTC","60.2114","-141.2166"
"1.6","71.40","Southern Alaska","Saturday, May  8, 2010 15:02:32 UTC","59.2437","-152.8548"
"1.3","94.10","Southern Alaska","Saturday, May  8, 2010 14:03:27 UTC","60.2590","-152.2603"
"1.0","10.70","Southern Alaska","Saturday, May  8, 2010 11:26:43 UTC","60.1888","-141.0172"
"1.1","0.00","Southern Alaska","Saturday, May  8, 2010 08:29:11 UTC","60.2101","-141.2611"
"2.2","101.70","Southern Alaska","Saturday, May  8, 2010 07:56:05 UTC","60.2310","-152.7507"
"1.3","99.10","Southern Alaska","Saturday, May  8, 2010 07:47:24 UTC","60.8759","-152.3025"
"1.3","84.20","Southern Alaska","Saturday, May  8, 2010 06:46:07 UTC","60.0638","-153.0037"
"1.2","17.60","Southern Alaska","Saturday, May  8, 2010 04:58:58 UTC","61.2532","-146.9172"
"1.5","3.80","Southern Alaska","Saturday, May  8, 2010 04:18:13 UTC","61.5623","-141.1688"
"1.1","0.00","Southern Alaska","Saturday, May  8, 2010 03:33:08 UTC","60.1479","-141.3093"
"1.6","90.00","Southern Alaska","Saturday, May  8, 2010 02:32:26 UTC","59.8444","-152.8267"
"2.1","127.00","Southern Alaska","Saturday, May  8, 2010 02:27:51 UTC","59.8032","-153.4062"
"1.6","44.20","Southern Alaska","Saturday, May  8, 2010 02:21:22 UTC","61.0379","-150.3691"
"1.9","120.40","Southern Alaska","Friday, May  7, 2010 23:57:03 UTC","59.8581","-152.9260"
"1.5","3.80","Southern Alaska","Friday, May  7, 2010 20:14:12 UTC","60.5718","-146.1206"
"1.0","82.40","Southern Alaska","Friday, May  7, 2010 19:53:23 UTC","61.9541","-151.5686"
"1.7","62.20","Southern Alaska","Friday, May  7, 2010 16:42:36 UTC","61.3177","-150.5885"
"2.8","60.40","Southern Alaska","Friday, May  7, 2010 16:38:57 UTC","61.3043","-150.5788"
"1.2","0.00","Southern Alaska","Friday, May  7, 2010 15:27:11 UTC","60.1680","-141.2840"
"1.1","0.00","Southern Alaska","Friday, May  7, 2010 14:49:58 UTC","60.2248","-141.3168"
"1.3","22.90","Southern Alaska","Friday, May  7, 2010 13:32:47 UTC","61.9490","-149.6132"
"1.5","62.40","Southern Alaska","Friday, May  7, 2010 09:46:10 UTC","59.6685","-152.0356"
"1.7","59.60","Southern Alaska","Friday, May  7, 2010 08:13:56 UTC","59.1777","-152.1459"
"1.3","0.00","Southern Alaska","Friday, May  7, 2010 06:21:43 UTC","60.1418","-141.4280"
"3.4","30.60","Gulf of Alaska","Friday, May  7, 2010 14:20:22 UTC","57.3412","-150.1906"
"3.9","10.00","Sonora, Mexico","Wednesday, May 12, 2010 17:57:18 UTC","32.0555","-114.9685"
"4.7","85.20","Vanuatu","Tuesday, May 11, 2010 04:58:42 UTC","-20.6259","169.1405"
"3.0","91.00","Virgin Islands region","Wednesday, May 12, 2010 06:31:33 UTC","19.0680","-64.5469"
"3.3","65.80","Virgin Islands region","Wednesday, May 12, 2010 06:17:33 UTC","19.2590","-64.6289"
"3.2","88.20","Virgin Islands region","Wednesday, May 12, 2010 01:34:18 UTC","19.0400","-64.5510"
"3.3","65.00","Virgin Islands region","Sunday, May  9, 2010 11:21:21 UTC","19.1420","-64.7429"
"1.6","54.70","Central Alaska","Friday, May 14, 2010 01:28:11 UTC","62.4828","-149.8726"
"2.0","4.90","Central Alaska","Friday, May 14, 2010 00:57:30 UTC","63.3586","-151.4846"
"1.5","6.80","Central Alaska","Friday, May 14, 2010 00:29:25 UTC","62.9027","-150.1044"
"1.5","33.50","Central Alaska","Thursday, May 13, 2010 16:42:34 UTC","62.3892","-149.8851"
"1.1","15.80","Central Alaska","Thursday, May 13, 2010 10:36:33 UTC","63.5712","-150.5830"
"1.5","0.00","Central Alaska","Thursday, May 13, 2010 09:26:38 UTC","63.9613","-148.7433"
"2.4","17.90","Central Alaska","Thursday, May 13, 2010 07:24:57 UTC","64.4506","-152.2904"
"1.9","124.30","Central Alaska","Thursday, May 13, 2010 06:33:53 UTC","63.0765","-150.6262"
"1.3","0.00","Central Alaska","Wednesday, May 12, 2010 23:17:29 UTC","64.9938","-147.3465"
"1.3","6.20","Central Alaska","Wednesday, May 12, 2010 22:52:02 UTC","64.4834","-146.9556"
"2.1","10.50","Central Alaska","Wednesday, May 12, 2010 21:41:33 UTC","63.2855","-151.4185"
"1.2","3.90","Central Alaska","Wednesday, May 12, 2010 18:24:06 UTC","63.2786","-148.6866"
"1.2","0.50","Central Alaska","Wednesday, May 12, 2010 17:22:25 UTC","62.4517","-152.9836"
"1.7","4.20","Central Alaska","Wednesday, May 12, 2010 16:04:42 UTC","64.1535","-153.1288"
"1.1","3.30","Central Alaska","Wednesday, May 12, 2010 15:51:08 UTC","63.4112","-150.1813"
"1.3","4.50","Central Alaska","Wednesday, May 12, 2010 14:22:18 UTC","62.3949","-151.1340"
"2.2","108.90","Central Alaska","Wednesday, May 12, 2010 13:21:18 UTC","63.6004","-149.6192"
"1.0","14.70","Central Alaska","Wednesday, May 12, 2010 07:18:29 UTC","63.4762","-148.0870"
"1.4","8.30","Central Alaska","Wednesday, May 12, 2010 07:13:04 UTC","62.3030","-148.0045"
"1.5","99.80","Central Alaska","Wednesday, May 12, 2010 06:13:24 UTC","62.8296","-151.0338"
"1.1","6.50","Central Alaska","Wednesday, May 12, 2010 05:40:05 UTC","63.1815","-151.4904"
