 time,mag,place
1992-09-11 19:23:11.120Z,4.3,"off the east coast of Honshu, Japan"
1992-09-11 13:44:52.110Z,4.7,"near the east coast of Honshu, Japan"
1992-09-10 17:09:07.410Z,4.6,"near the west coast of Honshu, Japan"
1992-09-08 19:58:34.560Z,4.7,"near the east coast of Honshu, Japan"
1992-09-06 08:20:49.670Z,4.6,"near the east coast of Honshu, Japan"
1992-09-05 09:14:41.490Z,4.7,"Hokkaido, Japan region"
1992-09-04 08:11:48.340Z,4.5,"off the east coast of Honshu, Japan"
1992-09-04 07:37:21.330Z,5,"off the east coast of Honshu, Japan"
1992-09-02 06:34:23.140Z,4.7,"off the east coast of Honshu, Japan"
1992-09-02 01:17:53.690Z,4.7,"near the east coast of Honshu, Japan"
1992-09-01 08:58:23.300Z,4.7,"eastern Honshu, Japan"
1992-09-01 07:59:36.000Z,4.7,"Izu Islands, Japan region"
1992-08-31 15:37:39.400Z,4.1,Sea of Japan
1992-08-29 19:19:07.000Z,6.2,"Izu Islands, Japan region"
1992-08-29 10:36:03.940Z,4.3,"near the east coast of Honshu, Japan"
1992-08-28 03:19:01.520Z,4.9,"Bonin Islands, Japan region"
1992-08-27 12:28:57.100Z,4.8,"near the east coast of Honshu, Japan"
1992-08-27 06:03:18.890Z,4.9,"Izu Islands, Japan region"
1992-08-27 04:09:49.380Z,5,"eastern Honshu, Japan"
1992-08-24 17:35:24.150Z,4.9,"Izu Islands, Japan region"
1992-08-24 11:07:44.770Z,4.9,"off the east coast of Honshu, Japan"
1992-08-24 06:59:41.000Z,6,"Hokkaido, Japan region"
1992-08-23 04:25:35.430Z,4.7,"off the east coast of Honshu, Japan"
1992-08-21 16:24:35.860Z,4.6,"Ryukyu Islands, Japan"
1992-08-21 12:01:52.030Z,4.4,"Izu Islands, Japan region"
1992-08-21 06:16:43.360Z,4.7,"Izu Islands, Japan region"
1992-08-20 22:47:22.390Z,4.7,"Izu Islands, Japan region"
1992-08-18 21:22:16.700Z,4.8,"Bonin Islands, Japan region"
1992-08-18 15:17:21.230Z,4.8,"Bonin Islands, Japan region"
1992-08-18 06:50:46.480Z,4.6,"Izu Islands, Japan region"
1992-08-17 15:27:31.680Z,4.8,"Izu Islands, Japan region"
1992-08-17 06:40:37.500Z,4.4,"Izu Islands, Japan region"
1992-08-16 14:31:27.740Z,4.3,"Izu Islands, Japan region"
1992-08-16 02:29:10.960Z,4.5,"Kyushu, Japan"
1992-08-15 18:10:33.630Z,4.9,"off the east coast of Honshu, Japan"
1992-08-15 15:07:52.660Z,4.2,"Hokkaido, Japan region"
1992-08-15 06:05:29.690Z,4.7,"Izu Islands, Japan region"
1992-08-15 04:31:52.310Z,4.8,"Izu Islands, Japan region"
1992-08-15 03:37:29.060Z,4.5,"Izu Islands, Japan region"
1992-08-14 22:37:58.600Z,4.1,"Izu Islands, Japan region"
1992-08-14 15:54:09.000Z,4.7,"Izu Islands, Japan region"
1992-08-14 05:37:03.180Z,4.2,"near the east coast of Honshu, Japan"
1992-08-14 01:43:13.060Z,5.4,"Izu Islands, Japan region"
1992-08-13 19:47:32.140Z,4.3,"off the east coast of Honshu, Japan"
1992-08-12 15:51:38.480Z,4.8,"Izu Islands, Japan region"
1992-08-12 14:35:22.630Z,5,"Izu Islands, Japan region"
1992-08-12 07:13:09.680Z,4.7,"Izu Islands, Japan region"
1992-08-12 06:36:11.000Z,5.6,"Izu Islands, Japan region"
1992-08-11 15:48:48.550Z,4.6,"Izu Islands, Japan region"
1992-08-11 15:14:57.000Z,6.1,"Izu Islands, Japan region"
1992-08-11 09:34:17.540Z,5.4,"Primor'ye, Russia"
1992-08-08 14:52:21.410Z,5.2,"Hokkaido, Japan region"
1992-08-07 11:11:43.000Z,5.5,"western Honshu, Japan"
1992-08-07 02:20:14.500Z,4.4,"Izu Islands, Japan region"
1992-08-05 22:12:50.070Z,4.6,"Izu Islands, Japan region"
1992-08-05 13:01:29.300Z,4.6,"off the east coast of Honshu, Japan"
1992-08-05 11:43:59.300Z,5,"off the east coast of Honshu, Japan"
1992-08-02 07:44:13.160Z,4.7,"Izu Islands, Japan region"
1992-08-01 19:22:06.820Z,4.2,"Primor'ye, Russia"
1992-08-01 13:03:34.180Z,4.9,"Bonin Islands, Japan region"
1992-08-01 09:00:38.670Z,4.6,"Kyushu, Japan"
1992-08-01 03:57:10.320Z,4.1,"off the east coast of Honshu, Japan"
1992-08-01 03:26:38.570Z,4.3,"eastern Honshu, Japan"
1992-07-31 11:43:34.130Z,4.1,"off the east coast of Honshu, Japan"
1992-07-30 19:06:04.100Z,4.1,"off the east coast of Honshu, Japan"
1992-07-30 11:16:36.890Z,4.9,"western Honshu, Japan"
1992-07-30 02:04:01.880Z,4.7,"off the east coast of Honshu, Japan"
1992-07-29 23:35:34.440Z,5.1,"off the east coast of Honshu, Japan"
1992-07-29 15:36:09.080Z,4.6,"Ryukyu Islands, Japan"
1992-07-29 09:51:57.440Z,5,"Izu Islands, Japan region"
1992-07-29 05:23:58.780Z,4.8,"off the east coast of Honshu, Japan"
1992-07-29 04:30:48.000Z,6.1,"off the east coast of Honshu, Japan"
1992-07-29 02:44:36.220Z,5,"off the east coast of Honshu, Japan"
1992-07-29 02:27:15.110Z,5.6,"off the east coast of Honshu, Japan"
1992-07-27 08:29:24.810Z,4.8,"off the east coast of Honshu, Japan"
1992-07-26 17:47:09.860Z,4.8,"off the east coast of Honshu, Japan"
1992-07-25 19:50:02.710Z,4.3,"near the east coast of Honshu, Japan"
1992-07-25 02:53:29.000Z,5.8,"off the east coast of Honshu, Japan"
1992-07-24 19:03:39.850Z,5.2,"off the east coast of Honshu, Japan"
1992-07-24 11:51:34.510Z,5.2,"off the east coast of Honshu, Japan"
1992-07-24 11:40:23.170Z,4.6,"off the east coast of Honshu, Japan"
1992-07-22 18:32:14.990Z,4.4,"Izu Islands, Japan region"
1992-07-22 16:25:16.580Z,4.3,"near the east coast of Honshu, Japan"
1992-07-21 20:22:05.640Z,4.5,"eastern Honshu, Japan"
1992-07-21 00:39:27.000Z,4.9,"off the east coast of Honshu, Japan"
1992-07-21 00:00:26.960Z,4.9,"off the east coast of Honshu, Japan"
1992-07-20 20:20:14.120Z,4.3,"off the east coast of Honshu, Japan"
1992-07-20 19:39:54.820Z,5,"off the east coast of Honshu, Japan"
1992-07-20 06:35:43.090Z,4.5,"off the east coast of Honshu, Japan"
1992-07-19 23:07:59.630Z,4.5,"near the east coast of Honshu, Japan"
1992-07-19 19:08:32.510Z,4.9,"Izu Islands, Japan region"
1992-07-19 18:41:23.150Z,5.2,"off the east coast of Honshu, Japan"
1992-07-19 05:10:28.070Z,5,"off the east coast of Honshu, Japan"
1992-07-18 23:03:24.720Z,4.7,"off the east coast of Honshu, Japan"
1992-07-18 22:01:58.100Z,4.9,"off the east coast of Honshu, Japan"
1992-07-18 21:45:34.110Z,5,"off the east coast of Honshu, Japan"
1992-07-18 21:36:24.480Z,5.5,"Izu Islands, Japan region"
1992-07-18 21:32:20.240Z,5,"off the east coast of Honshu, Japan"
1992-07-18 21:31:06.050Z,5,"off the east coast of Honshu, Japan"
1992-07-18 21:29:21.720Z,4.9,"off the east coast of Honshu, Japan"
1992-07-18 21:18:58.000Z,5.9,"off the east coast of Honshu, Japan"
1992-07-18 20:55:12.240Z,5.6,"off the east coast of Honshu, Japan"
1992-07-18 19:27:40.700Z,4.6,"off the east coast of Honshu, Japan"
1992-07-18 19:10:50.440Z,5,"off the east coast of Honshu, Japan"
1992-07-18 18:12:13.180Z,5.5,"off the east coast of Honshu, Japan"
1992-07-18 18:05:30.780Z,4.7,"off the east coast of Honshu, Japan"
1992-07-18 17:48:03.090Z,4.4,"off the east coast of Honshu, Japan"
1992-07-18 17:27:11.810Z,5.4,"off the east coast of Honshu, Japan"
1992-07-18 17:08:25.580Z,4.1,"off the east coast of Honshu, Japan"
1992-07-18 16:59:11.970Z,4.7,"off the east coast of Honshu, Japan"
1992-07-18 16:12:03.640Z,4.5,"off the east coast of Honshu, Japan"
1992-07-18 15:54:14.190Z,5.1,"off the east coast of Honshu, Japan"
1992-07-18 14:45:45.790Z,5.1,"off the east coast of Honshu, Japan"
1992-07-18 13:56:55.000Z,5.8,"off the east coast of Honshu, Japan"
1992-07-18 13:46:28.220Z,4.2,"near the east coast of Honshu, Japan"
1992-07-18 12:02:42.000Z,5.6,"off the east coast of Honshu, Japan"
1992-07-18 11:48:23.000Z,5.9,"off the east coast of Honshu, Japan"
1992-07-18 11:46:13.540Z,4.7,"off the east coast of Honshu, Japan"
1992-07-18 11:11:12.460Z,5.2,"off the east coast of Honshu, Japan"
1992-07-18 11:10:13.000Z,5.5,"off the east coast of Honshu, Japan"
1992-07-18 11:06:51.060Z,4.9,"off the east coast of Honshu, Japan"
1992-07-18 10:59:41.000Z,6,"off the east coast of Honshu, Japan"
1992-07-18 10:45:55.850Z,4.8,"off the east coast of Honshu, Japan"
1992-07-18 10:20:13.000Z,6.4,"off the east coast of Honshu, Japan"
1992-07-18 10:01:28.070Z,4.1,"off the east coast of Honshu, Japan"
1992-07-18 09:45:04.750Z,5.5,"off the east coast of Honshu, Japan"
1992-07-18 09:09:58.460Z,5.2,"off the east coast of Honshu, Japan"
1992-07-18 09:06:09.790Z,4.9,"near the east coast of Honshu, Japan"
1992-07-18 08:57:15.460Z,4.4,"off the east coast of Honshu, Japan"
1992-07-18 08:51:09.820Z,4.2,"off the east coast of Honshu, Japan"
1992-07-18 08:47:11.880Z,5.3,"off the east coast of Honshu, Japan"
1992-07-18 08:39:06.000Z,6.1,"off the east coast of Honshu, Japan"
1992-07-18 08:37:00.000Z,6.9,"off the east coast of Honshu, Japan"
1992-07-18 08:20:02.000Z,5.5,"off the east coast of Honshu, Japan"
1992-07-18 08:15:15.350Z,5,"off the east coast of Honshu, Japan"
1992-07-17 14:14:28.540Z,4.5,"near the east coast of Honshu, Japan"
1992-07-17 13:58:23.100Z,4.4,"off the east coast of Honshu, Japan"
1992-07-17 06:44:06.750Z,4.2,"off the east coast of Honshu, Japan"
1992-07-17 05:26:09.480Z,5,"Izu Islands, Japan region"
1992-07-16 18:58:17.020Z,4.4,"off the east coast of Honshu, Japan"
1992-07-16 18:55:12.650Z,4,"near the east coast of Honshu, Japan"
1992-07-16 17:19:24.010Z,4,"off the east coast of Honshu, Japan"
1992-07-16 11:26:05.230Z,4.4,"Hokkaido, Japan region"
1992-07-16 10:59:14.680Z,4,"off the east coast of Honshu, Japan"
1992-07-16 10:22:54.550Z,4.6,"Hokkaido, Japan region"
1992-07-16 06:32:36.270Z,4.1,"off the east coast of Honshu, Japan"
1992-07-16 05:29:47.280Z,4.4,"off the east coast of Honshu, Japan"
1992-07-16 00:00:42.000Z,5.7,"off the east coast of Honshu, Japan"
1992-07-15 22:27:01.360Z,4.4,"Hokkaido, Japan region"
1992-07-15 09:12:58.670Z,4.6,"Primor'ye, Russia"
1992-07-13 14:19:05.770Z,5.4,"Hokkaido, Japan region"
1992-07-12 11:13:18.020Z,5,"Hokkaido, Japan region"
1992-07-12 11:08:57.000Z,6.1,"Hokkaido, Japan region"
1992-07-12 04:13:08.200Z,4.4,"Izu Islands, Japan region"
1992-07-11 23:46:45.410Z,4.2,"Izu Islands, Japan region"
1992-07-11 22:35:12.030Z,4.6,"Hokkaido, Japan region"
1992-07-11 19:50:03.930Z,4.3,"off the east coast of Honshu, Japan"
1992-07-10 17:26:01.940Z,4.5,"Izu Islands, Japan region"
1992-07-10 16:52:27.810Z,4.9,"Izu Islands, Japan region"
1992-07-09 15:33:57.820Z,4.2,"Izu Islands, Japan region"
1992-07-09 12:59:12.220Z,4.5,"near the east coast of Honshu, Japan"
1992-07-09 06:23:56.060Z,4.5,"Izu Islands, Japan region"
1992-07-09 04:39:02.310Z,4.7,"Izu Islands, Japan region"
1992-07-08 21:39:53.300Z,4.3,"Izu Islands, Japan region"
1992-07-08 20:50:18.240Z,4.6,"Izu Islands, Japan region"
1992-07-08 20:49:13.370Z,4.6,"Izu Islands, Japan region"
1992-07-08 20:26:13.920Z,4.3,"Izu Islands, Japan region"
1992-07-08 20:06:12.210Z,4.5,"Izu Islands, Japan region"
1992-07-03 04:13:33.220Z,4.8,"off the east coast of Honshu, Japan"
1992-07-02 22:56:13.930Z,4.3,"Hokkaido, Japan region"
1992-07-02 17:21:59.610Z,4.5,"Izu Islands, Japan region"
1992-07-02 04:19:47.330Z,5.2,"Izu Islands, Japan region"
1992-07-01 18:48:39.180Z,4.4,"off the east coast of Honshu, Japan"
1992-06-30 19:22:35.160Z,4.9,"Izu Islands, Japan region"
1992-06-29 16:04:13.600Z,5.6,"Bonin Islands, Japan region"
1992-06-29 07:37:05.610Z,5.3,"Izu Islands, Japan region"
1992-06-29 05:47:15.050Z,4.9,"Hokkaido, Japan region"
1992-06-28 20:46:38.000Z,4.8,"Izu Islands, Japan region"
1992-06-28 13:43:00.390Z,4.2,"off the east coast of Honshu, Japan"
1992-06-28 08:44:53.600Z,4.3,"Izu Islands, Japan region"
1992-06-28 05:47:50.620Z,4.9,"near the east coast of Honshu, Japan"
1992-06-27 00:36:36.780Z,4.5,"off the east coast of Honshu, Japan"
1992-06-26 21:12:11.770Z,4.7,"Izu Islands, Japan region"
1992-06-23 02:08:19.200Z,4.6,"eastern Honshu, Japan"
1992-06-22 20:53:48.560Z,4.3,"Izu Islands, Japan region"
1992-06-22 14:57:16.840Z,5.1,"Izu Islands, Japan region"
1992-06-22 05:28:48.540Z,4.7,"Izu Islands, Japan region"
1992-06-21 10:34:25.560Z,4.4,"Hokkaido, Japan region"
1992-06-19 06:50:38.740Z,4.5,"Izu Islands, Japan region"
1992-06-19 06:45:51.690Z,4.6,"Izu Islands, Japan region"
1992-06-18 21:41:47.800Z,4.8,"near the east coast of Honshu, Japan"
1992-06-18 10:59:51.660Z,4.3,"Izu Islands, Japan region"
1992-06-18 09:58:39.650Z,4.6,"Izu Islands, Japan region"
1992-06-17 23:21:15.820Z,4.6,"Izu Islands, Japan region"
1992-06-17 22:40:55.260Z,4.6,"Izu Islands, Japan region"
1992-06-17 03:22:01.990Z,4.5,"Izu Islands, Japan region"
1992-06-15 19:46:42.520Z,4.9,"Izu Islands, Japan region"
1992-06-15 04:14:17.930Z,4.4,"off the east coast of Honshu, Japan"
1992-06-15 01:46:35.370Z,5.3,"near the south coast of Honshu, Japan"
1992-06-14 14:20:59.010Z,4.1,"Izu Islands, Japan region"
1992-06-14 12:50:38.910Z,5.2,"Izu Islands, Japan region"
1992-06-13 15:18:41.150Z,5.3,"Izu Islands, Japan region"
1992-06-13 06:15:58.190Z,4.4,"Izu Islands, Japan region"
1992-06-13 05:59:46.610Z,4.4,"Bonin Islands, Japan region"
1992-06-12 16:15:45.200Z,4.5,"Izu Islands, Japan region"
1992-06-11 18:29:40.560Z,5.5,"Izu Islands, Japan region"
1992-06-11 16:20:29.200Z,4.9,"off the east coast of Honshu, Japan"
1992-06-09 13:17:53.140Z,4.8,"Kyushu, Japan"
1992-06-08 11:07:30.500Z,4.7,"Bonin Islands, Japan region"
1992-06-07 01:34:07.720Z,5.2,"Izu Islands, Japan region"
1992-06-06 17:14:28.560Z,4.1,"Izu Islands, Japan region"
1992-06-06 08:56:27.270Z,4.5,"Izu Islands, Japan region"
1992-06-05 12:52:19.570Z,4.6,"Hokkaido, Japan region"
1992-06-05 12:02:46.980Z,4.4,"Izu Islands, Japan region"
1992-06-03 01:12:09.150Z,4.5,"off the east coast of Honshu, Japan"
1992-06-02 23:36:01.270Z,4.8,"off the east coast of Honshu, Japan"
1992-06-02 15:11:12.510Z,4.3,"Izu Islands, Japan region"
1992-06-02 09:40:05.860Z,4.8,"Izu Islands, Japan region"
1992-06-01 18:29:20.270Z,5.5,"Izu Islands, Japan region"
1992-06-01 13:51:21.770Z,5.7,"near the east coast of Honshu, Japan"
1992-06-01 09:25:55.920Z,4.9,"off the east coast of Honshu, Japan"
1992-05-31 11:20:01.070Z,4.6,"Izu Islands, Japan region"
1992-05-31 06:20:10.000Z,5.7,"Izu Islands, Japan region"
1992-05-30 20:15:21.080Z,4.6,"Izu Islands, Japan region"
1992-05-30 12:47:17.100Z,5.2,"Izu Islands, Japan region"
1992-05-30 12:42:05.000Z,5.9,"Izu Islands, Japan region"
1992-05-29 22:21:36.850Z,4.2,"Izu Islands, Japan region"
1992-05-29 21:52:29.000Z,5.9,"Izu Islands, Japan region"
1992-05-28 21:08:45.360Z,4.3,"Kyushu, Japan"
1992-05-28 17:58:34.190Z,5.3,"near the east coast of Honshu, Japan"
1992-05-27 20:05:04.290Z,4.8,"Izu Islands, Japan region"
1992-05-27 19:28:02.330Z,4.6,"Izu Islands, Japan region"
1992-05-27 17:18:18.140Z,5.2,"Izu Islands, Japan region"
1992-05-27 16:33:46.180Z,4.2,"near the east coast of Honshu, Japan"
1992-05-27 08:21:54.600Z,4.8,"near the east coast of Honshu, Japan"
1992-05-26 13:33:05.800Z,5.3,"Izu Islands, Japan region"
1992-05-26 09:45:18.970Z,4.7,"near the east coast of Honshu, Japan"
1992-05-25 08:22:02.100Z,5,"Izu Islands, Japan region"
1992-05-25 06:29:28.310Z,4.1,"off the east coast of Honshu, Japan"
1992-05-24 13:58:39.370Z,4.8,"Izu Islands, Japan region"
1992-05-23 09:35:10.180Z,4.1,"Izu Islands, Japan region"
1992-05-22 20:59:51.540Z,4.8,"Izu Islands, Japan region"
1992-05-22 16:27:04.970Z,5,"Izu Islands, Japan region"
1992-05-21 22:29:23.180Z,5,"Izu Islands, Japan region"
1992-05-21 20:45:41.410Z,5.2,"Izu Islands, Japan region"
1992-05-21 20:40:14.000Z,5.7,"Izu Islands, Japan region"
1992-05-21 20:23:12.960Z,4.3,"Izu Islands, Japan region"
1992-05-21 16:22:50.840Z,4.1,"Kyushu, Japan"
1992-05-21 14:35:48.970Z,4.7,"Izu Islands, Japan region"
1992-05-21 13:52:38.230Z,5.5,"Izu Islands, Japan region"
1992-05-20 08:23:58.140Z,4.9,"near the south coast of Honshu, Japan"
1992-05-20 03:29:44.090Z,4.4,Sea of Japan
1992-05-17 15:04:26.940Z,4.3,"off the east coast of Honshu, Japan"
1992-05-16 03:03:42.950Z,4.9,"near the east coast of Honshu, Japan"
1992-05-16 02:54:18.270Z,4.2,"near the east coast of Honshu, Japan"
1992-05-13 22:31:07.270Z,4.5,"near the south coast of Honshu, Japan"
1992-05-11 10:07:50.860Z,5.3,"near the east coast of Honshu, Japan"
1992-05-09 12:22:27.460Z,4,"near the south coast of Honshu, Japan"
1992-05-07 18:50:14.580Z,4.3,"near the south coast of Honshu, Japan"
1992-05-07 13:20:43.320Z,4.6,"Hokkaido, Japan region"
1992-05-07 06:23:39.000Z,5.8,"Hokkaido, Japan region"
1992-05-04 18:54:12.840Z,4,Sea of Japan
1992-05-03 16:09:35.670Z,4.6,"Kyushu, Japan"
1992-05-03 10:32:09.580Z,4.8,"Bonin Islands, Japan region"
1992-04-28 17:58:04.350Z,4.3,"Izu Islands, Japan region"
1992-04-24 04:23:02.250Z,4.1,"Hokkaido, Japan region"
1992-04-23 12:21:17.290Z,5.7,"southeast of the Ryukyu Islands, Japan"
1992-04-22 16:21:02.810Z,4.5,"eastern Honshu, Japan"
1992-04-19 20:36:19.210Z,5.3,"Hokkaido, Japan region"
1992-04-17 00:43:56.050Z,4.8,"near the east coast of Honshu, Japan"
1992-04-16 07:04:25.110Z,4.3,"near the east coast of Honshu, Japan"
1992-04-15 02:33:33.760Z,4.1,"off the east coast of Honshu, Japan"
1992-04-14 03:03:53.330Z,5,"eastern Honshu, Japan"
1992-04-13 05:58:45.700Z,5.2,"near the east coast of Honshu, Japan"
1992-04-12 18:37:16.580Z,5.6,"southeast of the Ryukyu Islands, Japan"
1992-04-11 20:57:19.390Z,4.1,"Izu Islands, Japan region"
1992-04-11 14:00:13.940Z,4.7,"off the east coast of Honshu, Japan"
1992-04-10 14:31:29.690Z,4.7,"near the south coast of Honshu, Japan"
1992-04-07 06:42:34.840Z,4.4,"off the east coast of Honshu, Japan"
1992-04-07 01:05:06.570Z,4.7,"Hokkaido, Japan region"
1992-04-06 01:19:03.620Z,4.6,Sea of Japan
1992-04-04 09:48:59.180Z,5.1,"Izu Islands, Japan region"
1992-04-02 13:12:31.610Z,4.6,"near the east coast of Honshu, Japan"
1992-04-02 06:03:11.160Z,4.5,"near the east coast of Honshu, Japan"
1992-04-01 11:54:01.460Z,4,"Hokkaido, Japan region"
1992-03-30 20:45:38.870Z,5.4,"Hokkaido, Japan region"
1992-03-30 14:06:04.170Z,4.4,"near the east coast of Honshu, Japan"
1992-03-29 08:28:30.410Z,4.6,"near the east coast of Honshu, Japan"
1992-03-26 17:15:29.350Z,4.7,"off the east coast of Honshu, Japan"
1992-03-24 12:25:12.030Z,4.2,"Izu Islands, Japan region"
1992-03-22 11:43:11.360Z,4.8,"Izu Islands, Japan region"
1992-03-21 15:06:34.030Z,4.3,"near the east coast of Honshu, Japan"
1992-03-11 18:54:39.570Z,5.2,"off the east coast of Honshu, Japan"
1992-03-11 00:47:22.080Z,4.5,"off the east coast of Honshu, Japan"
1992-03-09 18:15:15.690Z,5,"near the south coast of Honshu, Japan"
1992-03-05 20:43:22.730Z,4.9,"Izu Islands, Japan region"
1992-03-05 20:15:25.420Z,4.2,"off the east coast of Honshu, Japan"
1992-03-05 16:18:15.470Z,4.6,"near the east coast of Honshu, Japan"
1992-03-02 12:19:04.210Z,4.8,"Hokkaido, Japan region"
1992-02-27 12:16:17.700Z,4.5,"eastern Honshu, Japan"
1992-02-27 12:01:24.920Z,4.7,"Izu Islands, Japan region"
1992-02-25 23:17:48.600Z,4.7,"Bonin Islands, Japan region"
1992-02-25 08:31:03.840Z,4.5,"near the east coast of Honshu, Japan"
1992-02-24 18:31:39.120Z,5,"Izu Islands, Japan region"
1992-02-24 00:57:53.600Z,5.1,"Izu Islands, Japan region"
1992-02-23 04:17:23.320Z,4,"Izu Islands, Japan region"
1992-02-22 04:00:15.410Z,4.4,"near the east coast of Honshu, Japan"
1992-02-21 04:58:13.910Z,4,"Izu Islands, Japan region"
1992-02-20 16:33:15.270Z,4,"Izu Islands, Japan region"
1992-02-20 12:18:21.700Z,4.1,"Izu Islands, Japan region"
1992-02-20 04:34:46.840Z,4.4,"Izu Islands, Japan region"
1992-02-20 02:00:11.460Z,4.5,"Izu Islands, Japan region"
1992-02-19 11:36:56.300Z,5.5,"Bonin Islands, Japan region"
1992-02-18 20:49:01.820Z,4.6,"Izu Islands, Japan region"
1992-02-17 14:13:55.260Z,4.9,"off the east coast of Honshu, Japan"
1992-02-14 02:31:50.760Z,4.3,"near the south coast of Honshu, Japan"
1992-02-12 05:12:03.250Z,4.5,"near the east coast of Honshu, Japan"
1992-02-11 20:33:03.270Z,4,"Izu Islands, Japan region"
1992-02-10 03:18:40.060Z,5.2,"Izu Islands, Japan region"
1992-02-10 02:50:08.540Z,5.2,"Izu Islands, Japan region"
1992-02-09 21:33:31.670Z,4.4,"Hokkaido, Japan region"
1992-02-09 07:32:59.440Z,4.9,"Izu Islands, Japan region"
1992-02-08 19:25:04.540Z,4,"Izu Islands, Japan region"
1992-02-07 04:20:59.800Z,4.2,"off the east coast of Honshu, Japan"
1992-02-06 21:24:48.710Z,4.4,"Bonin Islands, Japan region"
1992-02-06 00:08:06.240Z,4.8,"Izu Islands, Japan region"
1992-02-04 21:44:59.950Z,4.3,"Izu Islands, Japan region"
1992-02-03 21:43:16.820Z,4.3,"near the east coast of Honshu, Japan"
1992-02-03 07:32:03.200Z,4.3,"Bonin Islands, Japan region"
1992-02-02 22:47:26.030Z,4.9,"near the south coast of Honshu, Japan"
1992-02-01 23:48:09.550Z,4.8,"Izu Islands, Japan region"
1992-02-01 19:04:05.000Z,5.6,"near the south coast of Honshu, Japan"
1992-01-30 04:04:56.090Z,4.3,"Izu Islands, Japan region"
1992-01-30 01:51:29.460Z,4.8,"Kyushu, Japan"
1992-01-29 04:14:31.350Z,4.5,"Hokkaido, Japan region"
1992-01-28 17:03:38.830Z,4.2,"Izu Islands, Japan region"
1992-01-28 13:15:37.490Z,4.5,"Hokkaido, Japan region"
1992-01-27 21:42:54.790Z,4.7,"Hokkaido, Japan region"
1992-01-27 20:27:03.810Z,4.4,"Izu Islands, Japan region"
1992-01-27 13:19:02.070Z,4.5,"Izu Islands, Japan region"
1992-01-27 13:07:14.170Z,4.2,"Izu Islands, Japan region"
1992-01-25 18:39:34.610Z,4.6,"Hokkaido, Japan region"
1992-01-23 04:12:43.990Z,4.7,"Bonin Islands, Japan region"
1992-01-22 01:06:55.510Z,5.7,"eastern Honshu, Japan"
1992-01-20 16:58:00.080Z,4.6,"Hokkaido, Japan region"
1992-01-20 13:37:04.000Z,6.7,"Bonin Islands, Japan region"
1992-01-20 02:43:02.090Z,4,"southeast of Shikoku, Japan"
1992-01-19 23:41:16.810Z,4.7,"Izu Islands, Japan region"
1992-01-19 07:00:58.180Z,4.5,"Izu Islands, Japan region"
1992-01-17 20:55:58.140Z,4.5,"near the south coast of Honshu, Japan"
1992-01-16 18:46:49.730Z,5.4,"Hokkaido, Japan region"
1992-01-16 17:39:27.580Z,4.5,"near the east coast of Honshu, Japan"
1992-01-14 06:29:12.080Z,4.6,"Hokkaido, Japan region"
1992-01-12 20:09:18.680Z,4.9,"Hokkaido, Japan region"
1992-01-10 22:55:00.960Z,4.9,"Hokkaido, Japan region"
1992-01-07 11:10:29.310Z,4.8,"Hokkaido, Japan region"
1992-01-06 22:21:47.910Z,4.1,"Ryukyu Islands, Japan"
1992-01-06 20:44:12.460Z,5.1,"Izu Islands, Japan region"
1992-01-06 20:41:35.040Z,4.5,"Izu Islands, Japan region"
1992-01-05 11:38:46.870Z,5.2,"near the east coast of Honshu, Japan"
1992-01-04 14:17:17.440Z,4.5,"off the east coast of Honshu, Japan"
1992-01-04 11:25:53.850Z,4.5,"off the east coast of Honshu, Japan"
1992-01-03 14:58:23.450Z,4.6,"Izu Islands, Japan region"
1991-12-30 23:38:17.920Z,4.3,"near the east coast of Honshu, Japan"
1991-12-29 18:24:10.910Z,4.5,"Bonin Islands, Japan region"
1991-12-26 21:02:19.570Z,4.4,"southeast of Shikoku, Japan"
1991-12-23 20:02:37.540Z,4.8,"near the east coast of Honshu, Japan"
1991-12-23 07:27:30.550Z,4.6,"Izu Islands, Japan region"
1991-12-22 22:42:06.480Z,4.9,"Hokkaido, Japan region"
1991-12-22 16:00:53.780Z,4.6,"off the east coast of Honshu, Japan"
1991-12-19 15:12:14.160Z,4.6,"Izu Islands, Japan region"
1991-12-18 14:07:55.720Z,4.8,"off the east coast of Honshu, Japan"
1991-12-15 07:13:25.300Z,4.4,"southeast of the Ryukyu Islands, Japan"
1991-12-12 02:27:45.500Z,4.9,"near the east coast of Honshu, Japan"
1991-12-12 02:25:34.650Z,4.4,"Hokkaido, Japan region"
1991-12-10 08:30:55.640Z,5.1,"off the east coast of Honshu, Japan"
1991-12-07 01:13:47.120Z,4.7,"southeast of Shikoku, Japan"
1991-12-06 18:36:24.990Z,4,"off the east coast of Honshu, Japan"
1991-12-05 12:09:39.920Z,4.4,"Izu Islands, Japan region"
1991-12-05 04:36:42.380Z,4.6,"Izu Islands, Japan region"
1991-12-04 14:22:29.440Z,4.8,"off the east coast of Honshu, Japan"
1991-12-03 00:27:12.630Z,4.6,"Izu Islands, Japan region"
1991-11-30 03:50:05.140Z,4.5,"eastern Honshu, Japan"
1991-11-28 15:27:44.900Z,4.5,"near the east coast of Honshu, Japan"
1991-11-26 19:40:50.000Z,6.4,"Hokkaido, Japan region"
1991-11-26 15:29:03.910Z,4.9,"off the east coast of Honshu, Japan"
1991-11-26 00:40:55.460Z,4.6,"Bonin Islands, Japan region"
