 time,mag,place
2011-03-17 15:00:30.990Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 14:55:17.450Z,4.7,"off the east coast of Honshu, Japan"
2011-03-17 14:50:02.700Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 14:49:36.450Z,4.7,"near the east coast of Honshu, Japan"
2011-03-17 14:41:29.690Z,4.3,"near the east coast of Honshu, Japan"
2011-03-17 14:04:27.770Z,4.8,"off the east coast of Honshu, Japan"
2011-03-17 13:58:37.790Z,4.7,"near the east coast of Honshu, Japan"
2011-03-17 13:37:35.010Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 13:04:22.350Z,4.3,"near the east coast of Honshu, Japan"
2011-03-17 13:02:59.940Z,4.4,"near the east coast of Honshu, Japan"
2011-03-17 13:02:29.710Z,4,"off the east coast of Honshu, Japan"
2011-03-17 12:54:52.640Z,5.8,"near the east coast of Honshu, Japan"
2011-03-17 12:35:50.480Z,4.5,"near the east coast of Honshu, Japan"
2011-03-17 12:33:25.000Z,5.4,"near the east coast of Honshu, Japan"
2011-03-17 12:32:04.610Z,5.5,"near the east coast of Honshu, Japan"
2011-03-17 12:20:38.810Z,4.4,"off the east coast of Honshu, Japan"
2011-03-17 12:17:22.450Z,4.5,"off the east coast of Honshu, Japan"
2011-03-17 12:16:05.590Z,4.5,"off the east coast of Honshu, Japan"
2011-03-17 12:03:16.370Z,4.3,"off the east coast of Honshu, Japan"
2011-03-17 12:03:06.600Z,4.4,"off the east coast of Honshu, Japan"
2011-03-17 11:56:27.060Z,4.2,"off the east coast of Honshu, Japan"
2011-03-17 11:48:13.820Z,4.5,"near the east coast of Honshu, Japan"
2011-03-17 11:31:21.310Z,4.1,"near the east coast of Honshu, Japan"
2011-03-17 11:10:01.840Z,4.5,"near the east coast of Honshu, Japan"
2011-03-17 10:44:02.580Z,4.9,"off the east coast of Honshu, Japan"
2011-03-17 10:21:09.770Z,4.1,"off the east coast of Honshu, Japan"
2011-03-17 09:05:59.470Z,5.1,"near the east coast of Honshu, Japan"
2011-03-17 08:59:43.220Z,5.2,"near the east coast of Honshu, Japan"
2011-03-17 08:44:53.400Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 08:29:33.380Z,4.9,"off the east coast of Honshu, Japan"
2011-03-17 08:25:28.490Z,5.3,"near the east coast of Honshu, Japan"
2011-03-17 08:14:04.570Z,4.2,"off the east coast of Honshu, Japan"
2011-03-17 08:04:42.400Z,4.2,"near the east coast of Honshu, Japan"
2011-03-17 07:47:59.080Z,4.4,"off the east coast of Honshu, Japan"
2011-03-17 07:03:44.960Z,4.7,"off the east coast of Honshu, Japan"
2011-03-17 07:00:09.580Z,4.9,"off the east coast of Honshu, Japan"
2011-03-17 06:48:20.460Z,4.8,"off the east coast of Honshu, Japan"
2011-03-17 06:42:45.750Z,5.2,"off the east coast of Honshu, Japan"
2011-03-17 06:39:49.850Z,4.5,"off the east coast of Honshu, Japan"
2011-03-17 06:24:33.390Z,5.2,"off the east coast of Honshu, Japan"
2011-03-17 06:19:43.550Z,4.7,"off the east coast of Honshu, Japan"
2011-03-17 06:12:41.550Z,5.6,"off the east coast of Honshu, Japan"
2011-03-17 05:06:59.910Z,5.3,"off the east coast of Honshu, Japan"
2011-03-17 04:47:15.010Z,4.2,"off the east coast of Honshu, Japan"
2011-03-17 04:21:00.750Z,4.3,"off the east coast of Honshu, Japan"
2011-03-17 04:13:56.780Z,6.2,"near the east coast of Honshu, Japan"
2011-03-17 03:50:52.020Z,5.2,"off the east coast of Honshu, Japan"
2011-03-17 03:43:58.080Z,4.5,"near the east coast of Honshu, Japan"
2011-03-17 03:19:13.890Z,4.7,"off the east coast of Honshu, Japan"
2011-03-17 02:50:30.990Z,4.6,"near the east coast of Honshu, Japan"
2011-03-17 02:48:38.040Z,4.7,"near the east coast of Honshu, Japan"
2011-03-17 02:38:01.270Z,4.7,"off the east coast of Honshu, Japan"
2011-03-17 01:08:02.750Z,4.9,"off the east coast of Honshu, Japan"
2011-03-17 01:05:25.400Z,4.8,"off the east coast of Honshu, Japan"
2011-03-17 01:01:55.600Z,4.3,"off the east coast of Honshu, Japan"
2011-03-17 00:54:13.970Z,4,"off the east coast of Honshu, Japan"
2011-03-17 00:51:10.540Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 00:45:55.270Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 00:42:50.210Z,4.8,"off the east coast of Honshu, Japan"
2011-03-17 00:16:12.200Z,4.8,"near the east coast of Honshu, Japan"
2011-03-17 00:11:21.030Z,4.3,"near the east coast of Honshu, Japan"
2011-03-17 00:08:56.620Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 23:38:20.410Z,5.3,"near the east coast of Honshu, Japan"
2011-03-16 23:29:17.650Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 23:11:42.190Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 23:03:13.500Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 22:54:59.330Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 22:53:08.310Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 22:48:26.380Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 22:32:45.140Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 22:28:20.870Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 22:14:51.430Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 22:07:51.860Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 22:05:03.390Z,4.9,"near the east coast of Honshu, Japan"
2011-03-16 22:04:21.750Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 22:03:18.800Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 21:50:52.100Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 21:46:20.100Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 21:46:04.350Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 21:32:42.240Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 21:16:18.640Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 21:12:56.210Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 21:08:48.240Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 20:44:41.200Z,5.1,"off the east coast of Honshu, Japan"
2011-03-16 20:44:32.000Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 20:44:17.720Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 20:19:33.060Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 20:11:17.300Z,4.2,"off the east coast of Honshu, Japan"
2011-03-16 20:05:06.190Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 19:35:03.980Z,4.9,"near the east coast of Honshu, Japan"
2011-03-16 19:34:12.120Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 19:15:03.040Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 19:00:32.750Z,4.6,"near the east coast of Honshu, Japan"
2011-03-16 18:56:28.920Z,4.2,"eastern Honshu, Japan"
2011-03-16 18:40:53.930Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 18:39:49.410Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 18:36:29.900Z,4.4,"near the east coast of Honshu, Japan"
2011-03-16 18:23:08.500Z,5.1,"Izu Islands, Japan region"
2011-03-16 18:12:57.420Z,5.1,"off the east coast of Honshu, Japan"
2011-03-16 18:11:18.320Z,4.2,"off the east coast of Honshu, Japan"
2011-03-16 17:55:10.550Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 17:47:42.200Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 17:26:04.680Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 17:19:27.340Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 17:18:42.570Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 16:44:43.190Z,4.1,"off the east coast of Honshu, Japan"
2011-03-16 16:40:45.630Z,4.1,"off the east coast of Honshu, Japan"
2011-03-16 16:33:06.800Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 16:20:09.950Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 16:12:41.190Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 15:57:38.670Z,4.2,"Izu Islands, Japan region"
2011-03-16 15:53:50.500Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 15:42:54.680Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 15:27:03.140Z,5,"off the east coast of Honshu, Japan"
2011-03-16 15:08:28.120Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 15:05:20.700Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 15:04:01.580Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 15:00:55.890Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 14:46:11.450Z,5.2,"near the east coast of Honshu, Japan"
2011-03-16 14:41:43.680Z,4.4,"off the east coast of Honshu, Japan"
2011-03-16 14:38:16.230Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 14:28:18.940Z,4.6,"near the east coast of Honshu, Japan"
2011-03-16 14:27:40.240Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 14:12:02.540Z,4,"off the east coast of Honshu, Japan"
2011-03-16 13:59:30.510Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 13:54:06.530Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 13:50:28.370Z,4.3,"near the east coast of Honshu, Japan"
2011-03-16 13:39:05.310Z,5.3,"near the east coast of Honshu, Japan"
2011-03-16 13:38:53.750Z,4.9,"near the east coast of Honshu, Japan"
2011-03-16 13:38:41.010Z,5,"near the east coast of Honshu, Japan"
2011-03-16 13:35:37.030Z,4,"off the east coast of Honshu, Japan"
2011-03-16 13:33:57.600Z,4.2,"near the east coast of Honshu, Japan"
2011-03-16 13:26:37.070Z,4.1,"near the east coast of Honshu, Japan"
2011-03-16 13:16:22.780Z,4,"off the east coast of Honshu, Japan"
2011-03-16 12:54:22.580Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 12:48:37.690Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 12:45:23.670Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 12:39:46.490Z,4.4,"off the east coast of Honshu, Japan"
2011-03-16 12:25:17.780Z,4.1,"off the east coast of Honshu, Japan"
2011-03-16 12:15:10.130Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 12:02:50.150Z,4.9,"near the east coast of Honshu, Japan"
2011-03-16 11:51:40.100Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 11:44:57.350Z,5,"near the east coast of Honshu, Japan"
2011-03-16 11:37:53.630Z,4.6,"near the east coast of Honshu, Japan"
2011-03-16 11:29:15.420Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 11:20:06.000Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 10:53:52.370Z,4,"off the east coast of Honshu, Japan"
2011-03-16 10:31:33.110Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 10:26:32.510Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 10:24:08.350Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 10:16:12.460Z,5.2,"off the east coast of Honshu, Japan"
2011-03-16 10:01:35.720Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 09:37:14.870Z,4.6,"near the east coast of Honshu, Japan"
2011-03-16 09:19:09.900Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 09:17:27.830Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 09:15:06.240Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 08:58:30.920Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 08:17:10.770Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 07:18:06.100Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 07:06:08.440Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 06:54:59.150Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 06:51:29.260Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 06:29:03.250Z,5.7,"near the east coast of Honshu, Japan"
2011-03-16 06:15:22.080Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 05:23:31.750Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 05:16:26.590Z,4,"off the east coast of Honshu, Japan"
2011-03-16 05:09:35.710Z,4,"off the east coast of Honshu, Japan"
2011-03-16 05:01:12.100Z,4.4,"off the east coast of Honshu, Japan"
2011-03-16 04:44:57.260Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 04:38:54.700Z,4.6,"off the east coast of Honshu, Japan"
2011-03-16 04:17:26.890Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 04:14:30.520Z,5.4,"near the east coast of Honshu, Japan"
2011-03-16 03:59:54.250Z,4.2,"off the east coast of Honshu, Japan"
2011-03-16 03:52:02.970Z,5.7,"near the east coast of Honshu, Japan"
2011-03-16 03:23:37.890Z,4.6,"near the east coast of Honshu, Japan"
2011-03-16 02:48:29.380Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 02:47:12.830Z,4.8,"off the east coast of Honshu, Japan"
2011-03-16 02:36:34.850Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 02:34:49.050Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 02:00:55.470Z,4.3,"off the east coast of Honshu, Japan"
2011-03-16 01:55:08.150Z,4.9,"off the east coast of Honshu, Japan"
2011-03-16 01:44:10.800Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 01:28:59.900Z,4.4,"off the east coast of Honshu, Japan"
2011-03-16 01:08:08.900Z,4.5,"near the east coast of Honshu, Japan"
2011-03-16 01:03:19.030Z,4.5,"off the east coast of Honshu, Japan"
2011-03-16 00:30:10.520Z,4.7,"near the east coast of Honshu, Japan"
2011-03-16 00:29:04.260Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 00:22:29.570Z,4.8,"near the east coast of Honshu, Japan"
2011-03-16 00:22:04.510Z,4.7,"off the east coast of Honshu, Japan"
2011-03-16 00:06:05.400Z,4.3,"near the east coast of Honshu, Japan"
2011-03-15 23:58:07.030Z,4.8,"near the east coast of Honshu, Japan"
2011-03-15 23:52:52.730Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 23:23:30.820Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 23:06:57.860Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 22:37:13.930Z,5.2,"off the east coast of Honshu, Japan"
2011-03-15 22:15:12.540Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 21:51:55.070Z,4.2,"near the east coast of Honshu, Japan"
2011-03-15 21:42:11.760Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 21:35:07.990Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 21:26:30.440Z,4.3,"near the east coast of Honshu, Japan"
2011-03-15 21:04:54.340Z,5,"near the east coast of Honshu, Japan"
2011-03-15 20:53:43.010Z,4.4,"near the east coast of Honshu, Japan"
2011-03-15 20:44:40.900Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 20:29:59.820Z,5.7,"near the east coast of Honshu, Japan"
2011-03-15 20:14:33.490Z,5,"off the east coast of Honshu, Japan"
2011-03-15 20:03:51.370Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 20:02:51.320Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 20:00:15.610Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 19:53:20.500Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 19:50:07.540Z,4.4,"near the east coast of Honshu, Japan"
2011-03-15 19:48:51.560Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 19:46:16.390Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 19:40:36.320Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 19:39:46.760Z,4.1,"off the east coast of Honshu, Japan"
2011-03-15 19:21:36.900Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 19:13:34.870Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 19:01:30.540Z,5.4,"near the east coast of Honshu, Japan"
2011-03-15 18:57:36.380Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 18:48:12.650Z,4,"off the east coast of Honshu, Japan"
2011-03-15 18:41:27.480Z,4.3,"near the east coast of Honshu, Japan"
2011-03-15 18:41:22.490Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 18:29:10.710Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 18:19:42.520Z,4.5,"near the east coast of Honshu, Japan"
2011-03-15 18:08:17.050Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 18:02:22.280Z,4.1,"off the east coast of Honshu, Japan"
2011-03-15 17:56:23.080Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 17:51:58.980Z,4,"near the east coast of Honshu, Japan"
2011-03-15 17:40:56.460Z,4.6,"near the east coast of Honshu, Japan"
2011-03-15 17:14:04.390Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 16:41:14.810Z,4.4,"near the east coast of Honshu, Japan"
2011-03-15 16:37:37.530Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 16:23:04.760Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 16:09:34.340Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 16:03:38.420Z,4.4,"near the east coast of Honshu, Japan"
2011-03-15 15:56:22.510Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 15:23:53.850Z,6.1,"off the east coast of Honshu, Japan"
2011-03-15 15:07:35.420Z,4,"off the east coast of Honshu, Japan"
2011-03-15 15:06:48.200Z,4.2,"near the east coast of Honshu, Japan"
2011-03-15 15:03:51.150Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 14:58:53.900Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 14:53:25.400Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 14:51:22.300Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 14:40:38.900Z,4.6,"near the east coast of Honshu, Japan"
2011-03-15 14:31:14.420Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 14:30:28.150Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 14:24:14.440Z,4,"off the east coast of Honshu, Japan"
2011-03-15 14:20:02.060Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 13:55:10.300Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 13:54:35.230Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 13:47:09.870Z,5,"off the east coast of Honshu, Japan"
2011-03-15 13:45:38.490Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 13:37:57.090Z,5.1,"near the east coast of Honshu, Japan"
2011-03-15 13:31:46.320Z,6,"eastern Honshu, Japan"
2011-03-15 13:27:56.630Z,6,"off the east coast of Honshu, Japan"
2011-03-15 13:18:24.680Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 13:10:48.890Z,4.5,"near the east coast of Honshu, Japan"
2011-03-15 12:53:51.910Z,4.1,"near the east coast of Honshu, Japan"
2011-03-15 12:51:43.240Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 12:33:11.230Z,4.9,"near the east coast of Honshu, Japan"
2011-03-15 12:16:52.530Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 11:53:24.560Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 11:46:21.020Z,5.5,"near the east coast of Honshu, Japan"
2011-03-15 11:43:49.480Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 11:38:40.230Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 11:35:57.370Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 11:32:00.140Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 11:28:47.190Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 11:25:11.260Z,4,"off the east coast of Honshu, Japan"
2011-03-15 11:06:15.910Z,5.1,"off the east coast of Honshu, Japan"
2011-03-15 10:50:01.050Z,5.2,"near the east coast of Honshu, Japan"
2011-03-15 10:48:23.520Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 10:43:21.500Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 10:31:28.500Z,4.8,"near the east coast of Honshu, Japan"
2011-03-15 10:18:47.550Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 10:16:51.660Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 10:02:31.390Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 09:52:05.610Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 09:49:52.640Z,5.8,"off the east coast of Honshu, Japan"
2011-03-15 09:46:24.630Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 09:41:06.380Z,4.2,"near the east coast of Honshu, Japan"
2011-03-15 09:37:09.320Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 09:34:47.860Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 09:30:52.850Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 09:16:01.420Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 08:56:41.870Z,4.6,"near the east coast of Honshu, Japan"
2011-03-15 08:48:24.130Z,5.1,"off the east coast of Honshu, Japan"
2011-03-15 08:46:35.530Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 08:45:33.530Z,4.8,"near the east coast of Honshu, Japan"
2011-03-15 08:36:21.600Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 08:28:25.710Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 08:16:59.520Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 08:11:47.700Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 08:08:37.080Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 08:01:43.760Z,5.4,"off the east coast of Honshu, Japan"
2011-03-15 07:48:30.710Z,4.6,"near the east coast of Honshu, Japan"
2011-03-15 07:35:44.660Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 07:25:21.110Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 07:23:00.680Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 07:18:13.000Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 07:08:30.850Z,5,"near the east coast of Honshu, Japan"
2011-03-15 07:03:49.320Z,4.9,"near the east coast of Honshu, Japan"
2011-03-15 06:56:32.220Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 06:40:27.680Z,4.9,"off the east coast of Honshu, Japan"
2011-03-15 06:31:31.540Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 06:21:19.900Z,4.5,"near the east coast of Honshu, Japan"
2011-03-15 06:15:25.430Z,4.2,"off the east coast of Honshu, Japan"
2011-03-15 06:06:26.180Z,4.3,"off the east coast of Honshu, Japan"
2011-03-15 05:40:27.060Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 05:31:26.240Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 05:28:35.930Z,4.8,"near the east coast of Honshu, Japan"
2011-03-15 05:05:01.260Z,4.5,"near the east coast of Honshu, Japan"
2011-03-15 04:55:51.490Z,4.5,"eastern Honshu, Japan"
2011-03-15 04:46:29.960Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 04:16:37.510Z,4.5,"off the east coast of Honshu, Japan"
2011-03-15 04:08:45.950Z,4.7,"off the east coast of Honshu, Japan"
2011-03-15 03:21:35.270Z,5,"off the east coast of Honshu, Japan"
2011-03-15 03:20:46.560Z,4.8,"near the east coast of Honshu, Japan"
2011-03-15 03:17:27.290Z,4.6,"near the east coast of Honshu, Japan"
2011-03-15 02:56:51.890Z,4,"off the east coast of Honshu, Japan"
2011-03-15 02:37:53.470Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 02:31:58.850Z,4.5,"near the east coast of Honshu, Japan"
2011-03-15 02:17:14.720Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 02:15:40.610Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 01:35:46.080Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 01:28:24.690Z,4.4,"off the east coast of Honshu, Japan"
2011-03-15 00:46:08.800Z,4.8,"off the east coast of Honshu, Japan"
2011-03-15 00:41:07.560Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 00:38:37.530Z,4.7,"near the east coast of Honshu, Japan"
2011-03-15 00:35:15.090Z,4.1,"near the east coast of Honshu, Japan"
2011-03-15 00:25:23.700Z,4,"near the east coast of Honshu, Japan"
2011-03-15 00:20:01.970Z,4.6,"off the east coast of Honshu, Japan"
2011-03-15 00:02:52.350Z,4.6,"near the east coast of Honshu, Japan"
2011-03-14 23:38:23.110Z,4.9,"off the east coast of Honshu, Japan"
2011-03-14 23:25:07.910Z,4.6,"off the east coast of Honshu, Japan"
2011-03-14 23:23:11.540Z,5,"near the east coast of Honshu, Japan"
2011-03-14 23:22:02.240Z,5.2,"off the east coast of Honshu, Japan"
2011-03-14 23:17:41.550Z,4.8,"off the east coast of Honshu, Japan"
2011-03-14 23:15:14.110Z,4.8,"near the east coast of Honshu, Japan"
2011-03-14 23:13:16.790Z,4.5,"off the east coast of Honshu, Japan"
2011-03-14 23:00:16.640Z,4.7,"near the east coast of Honshu, Japan"
2011-03-14 22:41:36.210Z,4.7,"near the east coast of Honshu, Japan"
2011-03-14 22:32:31.910Z,4.8,"off the east coast of Honshu, Japan"
2011-03-14 22:30:54.820Z,4.8,"off the east coast of Honshu, Japan"
2011-03-14 22:29:24.860Z,4.7,"eastern Honshu, Japan"
2011-03-14 22:26:42.880Z,4.5,"off the east coast of Honshu, Japan"
2011-03-14 22:22:33.940Z,4.6,"near the east coast of Honshu, Japan"
2011-03-14 22:20:33.540Z,4.3,"eastern Honshu, Japan"
2011-03-14 22:16:46.110Z,4.4,"near the east coast of Honshu, Japan"
2011-03-14 22:12:02.180Z,4.3,"off the east coast of Honshu, Japan"
2011-03-14 22:04:11.750Z,5,"near the east coast of Honshu, Japan"
2011-03-14 21:46:32.590Z,4.2,"off the east coast of Honshu, Japan"
2011-03-14 21:29:35.530Z,4.4,"near the east coast of Honshu, Japan"
2011-03-14 21:14:42.200Z,4.6,"off the east coast of Honshu, Japan"
2011-03-14 21:13:55.860Z,4.3,"off the east coast of Honshu, Japan"
2011-03-14 21:12:31.100Z,4.4,"off the east coast of Honshu, Japan"
2011-03-14 21:11:11.750Z,4.5,"near the east coast of Honshu, Japan"
2011-03-14 21:01:19.990Z,4.6,"off the east coast of Honshu, Japan"
2011-03-14 20:48:25.230Z,4.3,"off the east coast of Honshu, Japan"
2011-03-14 20:45:46.530Z,4.6,"off the east coast of Honshu, Japan"
2011-03-14 20:29:31.400Z,4.4,"off the east coast of Honshu, Japan"
2011-03-14 20:23:26.390Z,4.5,"off the east coast of Honshu, Japan"
2011-03-14 20:11:55.760Z,4.6,"off the east coast of Honshu, Japan"
2011-03-14 20:10:41.580Z,4.7,"off the east coast of Honshu, Japan"
2011-03-14 20:09:56.020Z,4.3,"near the east coast of Honshu, Japan"
2011-03-14 20:08:59.790Z,4.7,"off the east coast of Honshu, Japan"
2011-03-14 20:07:26.790Z,4.2,"off the east coast of Honshu, Japan"
2011-03-14 20:04:35.590Z,4.6,"near the east coast of Honshu, Japan"
2011-03-14 19:59:48.700Z,4.7,"near the south coast of Honshu, Japan"
2011-03-14 19:56:36.720Z,4.2,"off the east coast of Honshu, Japan"
2011-03-14 19:48:42.880Z,4.6,"off the east coast of Honshu, Japan"
